TITLE;12 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomNormal;RandomNormal
p1;0;0
p2;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.0617;1.1653;1.3879;1.7842;3.0602
D plain [S] Manhattan(Average);1.0666;1.0635;1.0637;1.0656;1.0651
D PCA [C] Manhattan(Average);1.0667;1.4091;2.9479;4.9514;9.8449
D PCA [S] Manhattan(Average);1.0665;1.0636;1.0637;1.0655;1.0652
D DE (avg)[C] Manhattan(Average);1.0961;1.6549;3.0285;4.9202;9.8099
D DE (avg)[S] Manhattan(Average);1.0675;1.0667;1.0666;1.0674;1.0684
D plain [C] Manhattan(GeometricAverage);1.0558;1.1564;1.3628;1.7227;2.8611
D plain [S] Manhattan(GeometricAverage);1.0607;1.0571;1.0566;1.0592;1.0593
D PCA [C] Manhattan(GeometricAverage);1.0603;1.3543;2.6173;4.4118;8.8083
D PCA [S] Manhattan(GeometricAverage);1.0606;1.0571;1.0566;1.0592;1.0594
D DE (avg)[C] Manhattan(GeometricAverage);1.0746;1.4655;2.6642;4.3961;8.7584
D DE (avg)[S] Manhattan(GeometricAverage);1.0613;1.0591;1.0592;1.0603;1.0619
D plain [C] Manhattan(Median);1.0614;1.1586;1.367;1.7596;3.0273
D plain [S] Manhattan(Median);1.0678;1.0622;1.0675;1.0661;1.065
D PCA [C] Manhattan(Median);1.0659;1.3529;2.943;4.9486;9.8511
D PCA [S] Manhattan(Median);1.0694;1.0617;1.0686;1.0664;1.0654
D DE (avg)[C] Manhattan(Median);1.0975;1.5906;3.0077;4.9402;9.8292
D DE (avg)[S] Manhattan(Median);1.0808;1.0779;1.0802;1.0807;1.0825
D plain [C] Manhattan(Minimum);0.63183;0.70449;0.80951;0.71287;0.92123
D plain [S] Manhattan(Minimum);0.63861;0.6584;0.71305;0.62446;0.69641
D PCA [C] Manhattan(Minimum);0.62792;0.69246;0.29921;0.20203;0.5348
D PCA [S] Manhattan(Minimum);0.64109;0.65349;0.70978;0.62254;0.69608
D DE (avg)[C] Manhattan(Minimum);0.6969;0.82777;0.86343;0.86666;1.0448
D DE (avg)[S] Manhattan(Minimum);0.7009;0.76491;0.76179;0.7223;0.75518
D plain [C] Manhattan(MinimumTimesMedian);0.67061;0.81619;1.1066;1.2543;2.7889
D plain [S] Manhattan(MinimumTimesMedian);0.68189;0.69936;0.7612;0.66576;0.7417
D PCA [C] Manhattan(MinimumTimesMedian);0.66928;0.93684;0.88057;0.99974;5.2684
D PCA [S] Manhattan(MinimumTimesMedian);0.68559;0.69381;0.7585;0.66389;0.74157
D DE (avg)[C] Manhattan(MinimumTimesMedian);0.73541;1.0144;1.6484;2.6693;7.3019
