TITLE;2 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomNormal;RandomNormal
p1;0;0
p2;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.107;1.4328;2.1296;3.6958;6.3559
D plain [S] Manhattan(Average);1.0376;1.034;1.0379;1.0363;1.0374
D PCA [C] Manhattan(Average);1.1071;1.6713;2.7852;5.0918;8.895
D PCA [S] Manhattan(Average);1.0376;1.034;1.0379;1.0363;1.0374
D DE (avg)[C] Manhattan(Average);1.1074;1.7139;2.7852;5.0919;8.895
D DE (avg)[S] Manhattan(Average);1.0376;1.034;1.038;1.0365;1.0375
D plain [C] Manhattan(GeometricAverage);1.0575;1.3543;1.9732;3.35;5.7049
D plain [S] Manhattan(GeometricAverage);0.99114;0.98703;0.99093;0.9913;0.99462
D PCA [C] Manhattan(GeometricAverage);1.0576;1.5189;2.4681;4.5041;7.8766
D PCA [S] Manhattan(GeometricAverage);0.99114;0.98703;0.99093;0.9913;0.99462
D DE (avg)[C] Manhattan(GeometricAverage);1.0577;1.5288;2.4681;4.5041;7.8766
D DE (avg)[S] Manhattan(GeometricAverage);0.99124;0.98704;0.99107;0.99149;0.99468
D plain [C] Manhattan(Median);1.1241;1.4105;2.1187;3.683;6.4464
D plain [S] Manhattan(Median);1.0536;1.0286;1.063;1.0451;1.0421
D PCA [C] Manhattan(Median);1.1227;1.6669;2.7915;5.0929;9.0687
D PCA [S] Manhattan(Median);1.0536;1.0286;1.063;1.0451;1.0421
D DE (avg)[C] Manhattan(Median);1.1287;1.7205;2.7915;5.0929;9.0687
D DE (avg)[S] Manhattan(Median);1.0588;1.0355;1.067;1.0538;1.048
D plain [C] Manhattan(Minimum);0.15926;0.23662;0.2992;0.35518;0.4631
D plain [S] Manhattan(Minimum);0.14932;0.22875;0.13033;0.2258;0.15386
D PCA [C] Manhattan(Minimum);0.15917;0.15395;0.07897;0.12948;0.35223
D PCA [S] Manhattan(Minimum);0.14932;0.22875;0.13033;0.2258;0.15386
D DE (avg)[C] Manhattan(Minimum);0.16394;0.27529;0.31218;0.41598;0.51806
D DE (avg)[S] Manhattan(Minimum);0.15423;0.22985;0.14521;0.23777;0.16232
D plain [C] Manhattan(MinimumTimesMedian);0.17902;0.33374;0.63391;1.3081;2.9853
D plain [S] Manhattan(MinimumTimesMedian);0.15732;0.23529;0.13854;0.23597;0.16035
D PCA [C] Manhattan(MinimumTimesMedian);0.17869;0.25662;0.22045;0.65945;3.1943
D PCA [S] Manhattan(MinimumTimesMedian);0.15732;0.23529;0.13854;0.23597;0.16035
D DE (avg)[C] Manhattan(MinimumTimesMedian);0.18169;0.34282;0.74499;1.3739;4.2726
D DE (avg)[S] Manhattan(MinimumTimesMedian);0.16026;0.23627;0.14646;0.24323;0.16639
D plain [C] Manhattan(Summation);1356.1;1755.2;2608.8;4527.4;7785.9
D plain [S] Manhattan(Summation);1271;1266.7;1271.4;1269.4;1270.8
D PCA [C] Manhattan(Summation);1356.2;2047.4;3411.9;6237.5;10896
D PCA [S] Manhattan(Summation);1271;1266.7;1271.4;1269.4;1270.8
D DE (avg)[C] Manhattan(Summation);1356.6;2099.5;3411.9;6237.6;10896
D DE (avg)[S] Manhattan(Summation);1271.1;1266.7;1271.6;1269.7;1271
D plain [C] Euclidean(Average);1.0298;1.8829;4.6616;15.318;46.464
D plain [S] Euclidean(Average);0.9047;0.89748;0.9074;0.90469;0.91168
D PCA [C] Euclidean(Average);1.0302;3.1296;9.1214;30.555;92.881
D PCA [S] Euclidean(Average);0.9047;0.89748;0.9074;0.90469;0.91168
D DE (avg)[C] Euclidean(Average);1.3259;3.4332;9.1214;30.556;92.881
D DE (avg)[S] Euclidean(Average);1.1615;1.1564;1.165;1.1634;1.1545
D plain [C] Euclidean(GeometricAverage);0.87912;1.5041;3.4112;10.518;31.498
D plain [S] Euclidean(GeometricAverage);0.77224;0.76391;0.77173;0.77434;0.78605
D PCA [C] Euclidean(GeometricAverage);0.8795;2.182;6.0917;20.287;62.04
D PCA [S] Euclidean(GeometricAverage);0.77224;0.76391;0.77173;0.77434;0.78605
D DE (avg)[C] Euclidean(GeometricAverage);0.90681;2.3301;6.0917;20.287;62.04
D DE (avg)[S] Euclidean(GeometricAverage);0.79028;0.78481;0.80163;0.7925;0.78739
D plain [C] Euclidean(Median);0.99636;1.6316;3.9515;12.985;41.123
D plain [S] Euclidean(Median);0.8769;0.83845;0.88799;0.86644;0.86907
D PCA [C] Euclidean(Median);0.99222;2.695;7.7925;25.937;82.242
D PCA [S] Euclidean(Median);0.8769;0.83845;0.88799;0.86644;0.86907
D DE (avg)[C] Euclidean(Median);1.1734;2.96;7.7925;25.938;82.242
D DE (avg)[S] Euclidean(Median);1.034;0.99697;1.0122;1.0058;1.0332
D plain [C] Euclidean(Minimum);0.017977;0.048219;0.065051;0.09925;0.16258
D plain [S] Euclidean(Minimum);0.015814;0.042342;0.01261;0.037171;0.017014
D PCA [C] Euclidean(Minimum);0.017938;0.016793;0.0062361;0.016737;0.12406
D PCA [S] Euclidean(Minimum);0.015814;0.042342;0.01261;0.037171;0.017014
D DE (avg)[C] Euclidean(Minimum);0.025211;0.067996;0.076186;0.15564;0.23037
D DE (avg)[S] Euclidean(Minimum);0.02231;0.045319;0.018128;0.04784;0.023071
D plain [C] Euclidean(MinimumTimesMedian);0.017912;0.078674;0.25705;1.2888;6.686
D plain [S] Euclidean(MinimumTimesMedian);0.013867;0.035502;0.011197;0.032207;0.014786
D PCA [C] Euclidean(MinimumTimesMedian);0.017798;0.045256;0.048595;0.43411;10.203
D PCA [S] Euclidean(MinimumTimesMedian);0.013867;0.035502;0.011197;0.032207;0.014786
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.027951;0.086528;0.39311;1.5523;14.548
D DE (avg)[S] Euclidean(MinimumTimesMedian);0.02189;0.037774;0.015254;0.039807;0.020377
D plain [C] Euclidean(Summation);1261.5;2306.5;5710.5;18764;56918
D plain [S] Euclidean(Summation);1108.3;1099.4;1111.6;1108.3;1116.8
D PCA [C] Euclidean(Summation);1262;3833.8;11174;37430;1.1378E+05
D PCA [S] Euclidean(Summation);1108.3;1099.4;1111.6;1108.3;1116.8
