TITLE;96 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Standard
pcaRecompositionThreshold;0.95
component;1;2
type;RandomPearson;RandomNormal
p1;27;0
p2;0;1
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;1.07;1.0691;1.0698;0.94722;1.0134;1310.7;0.14541;0.14501;0.14557;0.1138;0.016566;178.12
PCA;1.07;1.0691;1.07;0.94696;1.0133;1310.7;0.14543;0.14503;0.14559;0.1138;0.016567;178.15
DE00;1.0751;1.0734;1.0811;0.9758;1.0397;1316.6;0.25818;0.24765;0.24954;0.15424;0.03519;316.53
DE01;1.0749;1.0733;1.0819;0.9743;1.044;1316.7;0.26726;0.25052;0.25034;0.15548;0.035953;309.2
DE02;1.0744;1.0734;1.0802;0.97074;1.0407;1316.7;0.23103;0.24663;0.24273;0.15173;0.037158;317.21
PCA
weights;0.010699;0.010708;0.010466;0.010272;0.010662;0.010536;0.010499;0.010307;0.010652;0.010653;0.010235;0.010336;0.010443;0.01074;0.010357;0.010324;0.010447;0.01029;0.010392;0.010439;0.01019;0.010387;0.010404;0.010624;0.010181;0.0099085;0.010621;0.010471;0.010305;0.010452;0.010315;0.010356;0.010475;0.01046;0.010462;0.010292;0.010222;0.010601;0.010724;0.010061;0.0099944;0.010523;0.010574;0.010677;0.010481;0.010251;0.010237;0.010732;0.010172;0.01022;0.010345;0.010468;0.010079;0.01054;0.010251;0.010545;0.010656;0.010296;0.010538;0.010293;0.01051;0.010677;0.010627;0.010358;0.01012;0.010546;0.010408;0.010449;0.010308;0.010273;0.010495;0.010689;0.010402;0.010446;0.010027;0.010498;0.010547;0.010551;0.010263;0.010618;0.01028;0.010444;0.010138;0.010649;0.010641;0.010546;0.010466;0.01037;0.010099;0.010432;0.010367;0.0105;0.010359;0.010604;0.0099085;0.010542
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.0048;1.0751;2;0.85;0.5;50;50;Manhattan(Average);0.00067714;0.026724;0.0013736;0.007921;0.0012458;0.0041603;0.0012732;0.025943;0.024915;0.00067895;0.027121;0.011574;0.0009635;0.02072;0.020672;0.0011768;0.01417;0.0041116;0.0002927;0.0027442;0.00083231;0.0027099;0.0066012;0.00070947;0.00076341;0.019989;0.024665;0.0051301;0.017359;0.0010245;0.00096164;0.026919;0.025524;0.00046108;0.0011647;0.0042794;0.0037758;0.015276;0.0011561;0.00046225;0.0034024;0.00037109;0.00061202;0.0020731;0.02718;0.018132;0.010269;0.025394;0.0073455;0.0012672;0.0015715;0.027003;0.0090266;0.0091238;0.0011411;0.021428;0.0028345;0.00099594;0.0061293;0.0062777;0.024963;0.0058458;0.023363;0.0010289;0.0021246;0.023873;6.9525E-06;0.012937;0.0016685;0.026233;0.0014332;0.0090022;0.0023675;0.0070981;0.02675;0.02476;8.196E-05;0.021785;0.022745;0.0011929;0.0052705;0.0027707;0.0025895;0.027133;0.001472;0.0029264;0.0052845;0.024127;0.025076;0.027503;0.026658;0.024358;0.026942;0.0068621;0.0057404;0.0062275
2;1.0041;1.0744;2;0.85;0.5;50;50;Manhattan(Average);0.0012447;0.021485;0.01217;0.010571;0.0037461;0.0010157;0.0024638;0.023909;0.012514;0.00075002;0.023027;0.004148;0.0030139;0.020893;0.021292;0.0098322;0.0099109;0.0027215;0.00075271;0.020137;0.00069918;0.0056985;0.010961;0.0045285;0.011905;0.017547;0.021117;0.011764;0.024701;0.0019784;0.0015683;0.019408;0.015676;0.0010679;0.0054495;0.0037751;0.0058486;0.019114;0.0011344;0.0004179;0.00055449;0.00010404;2.3039E-05;0.0093703;0.0020848;0.014881;0.0025631;0.019728;0.0032124;0.0065602;7.3734E-05;0.020282;0.020004;0.0015212;0.00019327;0.022931;0.0018616;0.011646;0.017139;0.00030385;0.021247;0.00093096;0.016517;0.00041711;0.00084966;0.024509;0.0012116;0.011978;0.0024357;0.024034;0.00029539;0.010875;0.0027253;0.0091885;0.022871;0.022781;0.001564;0.00030364;0.021067;0.016129;0.023817;0.0013914;0.0015808;0.024252;0.013124;0.014253;0.0064117;0.019747;0.016144;0.023851;0.022157;0.023941;0.020754;0.0029333;0.0041551;0.024564
3;1.0046;1.0749;2;0.85;0.5;50;50;Manhattan(Average);0.0011464;0.025476;0.00093441;0.0022433;0.016511;0.0030104;0.00077862;0.022625;0.024731;0.00069196;0.024445;0.0071339;0.0016786;0.02387;0.018052;0.0019346;0.017844;0.0052263;0.001071;0.012509;0.0069383;0.0064957;0.0005841;0.0010907;0.0017275;0.025713;0.024425;0.020406;0.021751;0.0010704;0.0015985;0.02032;0.021428;0.00078;0.0048042;0.020008;0.0078919;0.023321;0.00033362;0.00093654;0.0083436;0.0010015;0.00055661;0.00079203;0.0052665;0.00872;0.01775;0.02482;0.0024186;0.0044604;0.00021595;0.025224;0.021188;0.0049607;0.00074212;0.025247;0.00052212;0.0023876;0.0056165;0.018757;0.016611;0.0056162;0.0056544;0.00097718;0.0019441;0.016921;0.00042438;0.018609;0.00028882;0.024058;8.8225E-05;0.0011773;0.0067992;0.0070241;0.025893;0.023309;0.00046442;0.019055;0.01461;0.0011274;0.0068824;0.0034709;0.00044125;0.024014;0.00067667;0.0014694;0.0043016;0.010957;0.021137;0.024795;0.025797;0.024862;0.021746;0.012092;0.0052745;0.018905
4;1.004;1.0734;2;0.85;0.5;50;50;Manhattan(GeometricAverage);9.0573E-05;0.024671;0.0020813;0.0071348;0.0025468;0.0073215;0.00047075;0.016652;0.024159;0.00042166;0.024613;0.0035918;0.0030012;0.018481;0.0085079;0.0090253;0.017243;7.0972E-06;0.00028349;0.0070745;0.017234;0.0018898;0.017026;0.0009924;0.0013957;0.025738;0.016611;0.016875;0.024928;0.00016438;0.0003421;0.0144;0.020923;0.00037806;0.0029383;0.022978;0.00051344;0.013041;0.00033863;0.00023959;0.0069945;0.0011836;0.00039366;0.0032584;0.015006;0.0069802;0.024219;0.023669;0.0015057;0.011798;0.0013432;0.020501;0.017818;0.001908;0.00079164;0.024129;0.0049667;0.003594;0.016863;0.0071242;0.024628;0.0081666;0.021679;0.0011988;0.0042205;0.022155;5.1209E-05;0.025796;0.0023191;0.022712;0.0016631;0.011985;0.012744;0.0067436;0.025771;0.015494;0.0010384;0.017199;0.008555;0.0020089;0.015952;0.001072;0.0036419;0.022641;0.0056085;0.012743;0.0013178;0.0051377;0.018546;0.023935;0.022334;0.017173;0.023975;0.0088355;0.0023611;0.0082264
5;1.004;1.0734;2;0.85;0.5;50;50;Manhattan(GeometricAverage);5.319E-05;0.019386;0.0041492;0.024669;0.023107;0.002844;3.134E-05;0.010866;0.023327;0.0016309;0.025798;0.0071442;0.0061254;0.02297;0.0087511;0.00856;0.017536;0.0017908;0.00023326;0.00030023;0.0028585;0.0066517;0.012172;0.0010743;0.00096887;0.025909;0.018456;0.013415;0.022604;0.0005589;0.0010417;0.013322;0.018994;0.00092559;0.00097765;0.019711;0.0025909;0.017213;0.001926;0.00065812;0.0030206;0.00049117;0.0013413;0.0018271;0.0080753;0.0026749;0.018816;0.01161;0.0039291;0.00046043;6.0631E-05;0.021604;0.024657;0.01122;0.00078031;0.022234;0.0013363;0.0099155;0.021799;0.00076169;0.02487;0.0065738;0.023366;0.0035006;0.0046107;0.023017;0.00067031;0.012745;3.2982E-05;0.025162;0.00072416;0.0060604;0.0071425;0.0075681;0.025429;0.02552;0.00032378;0.019525;0.0074985;0.006127;0.0059125;0.00021347;0.0061044;0.016716;0.016915;0.0033217;0.0054934;0.022072;0.023471;0.025049;0.013471;0.022308;0.022345;0.00033896;0.015488;0.012399
6;1.004;1.0733;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.0020215;0.020992;0.00047405;0.0093349;0.012933;0.010156;8.2488E-05;0.017143;0.02029;0.00057588;0.022658;0.010156;0.00057573;0.02104;0.013466;0.0021491;0.023905;0.001004;0.00044486;0.0062429;0.00029893;0.0086414;0.0073938;0.0018457;0.0012047;0.022582;0.02186;0.0026646;0.016032;0.00048586;0.00030168;0.017215;0.022248;0.00042576;0.003157;0.02136;0.0061856;0.014623;0.0012682;0.00035879;0.0082738;0.002815;0.0008607;0.0023414;0.004355;0.016437;0.0035305;0.021171;0.00023993;0.0099277;0.00072788;0.02305;0.022344;0.0086223;0.002066;0.023606;0.0029169;0.0039714;0.02284;0.0027422;0.022022;0.00028229;0.013772;0.0022944;0.002942;0.015873;0.0014785;0.017318;0.0072;0.016858;0.0046243;0.022687;0.0093983;0.0044062;0.019368;0.021811;0.0029939;0.011459;0.010814;0.00069847;0.018983;0.0026907;0.017596;0.014352;0.01365;0.0028605;0.0039243;0.020655;0.02221;0.022176;0.023886;0.023277;0.023588;0.0066961;0.010318;0.016202
7;1.0302;0.9758;2;0.85;0.5;50;50;Manhattan(Minimum);0.0091524;0.0097973;0.010305;0.0010365;0.017132;0.0012928;0.0036033;0.005847;0.010967;0.012676;0.0085021;0.017978;0.0013559;0.0038078;0.013227;0.0036151;0.011936;0.017806;0.0095314;0.0048003;0.014438;0.014442;0.013708;0.003388;0.01479;0.0089596;0.011949;0.016342;0.013624;0.016811;0.0057589;0.013452;0.017201;0.0062385;0.0057905;0.0096797;0.014985;0.013396;0.018405;0.016648;0.01524;0.0061457;0.013067;0.0070731;0.0058511;0.01612;0.014877;0.0092178;0.0051317;0.015947;0.007136;0.00048844;0.014524;0.004054;0.0071475;0.011494;0.013085;0.013065;0.0060878;0.012092;0.018976;0.0090042;0.01753;0.011941;0.013085;0.014907;0.0062193;0.0020037;0.014353;0.012154;0.015118;0.013489;0.0093821;0.0031728;0.016619;0.013817;0.0059526;0.010451;0.009478;0.007405;0.0018523;0.0073137;0.017376;0.0093534;0.0021296;0.016406;0.0068003;0.0077628;0.017593;0.013483;0.012466;0.0066462;0.012492;0.0009179;0.0083568;0.011774
8;1.0286;0.9743;2;0.85;0.5;50;50;Manhattan(Minimum);0.015183;0.010189;0.012193;0.011246;0.016295;0.014785;0.014412;0.015437;0.010295;0.013559;0.0070403;0.016482;0.00083433;0.0079769;0.0069974;0.0028208;0.013762;0.017538;0.0099105;0.005008;0.013376;0.0075489;0.0016227;0.0116;0.006093;0.0097066;0.012991;0.014446;0.0053029;0.014746;0.0072023;0.0096648;0.01517;0.0037426;0.016008;0.013999;0.015949;0.011542;0.017105;0.015007;0.0018116;0.011795;0.014028;0.0075965;0.0058484;0.015488;0.013439;0.0020847;0.013575;0.0091049;0.0017095;1.3207E-05;0.014304;0.012517;0.0029367;0.010249;0.013472;0.010312;0.014964;0.00037507;0.0044156;0.014743;0.0087806;0.013979;0.012725;0.0090596;0.016829;0.0040465;0.014218;0.011192;0.0092834;0.017179;0.013091;0.0066534;0.013209;0.013349;0.009984;0.016764;0.010612;0.0066436;0.016808;0.0071319;0.011917;0.003939;0.0056298;0.013351;0.0091395;0.0091734;0.013956;0.0067941;0.011123;0.012571;0.0072984;0.0039469;0.013422;0.006636
9;1.0248;0.97074;2;0.85;0.5;50;50;Manhattan(Minimum);0.0088704;0.020098;0.00014798;0.0075287;0.0042496;0.017473;0.010499;0.018589;0.0064515;0.018841;0.010709;0.017401;0.0089662;0.012478;0.01625;0.020231;0.016369;0.0068161;0.0070501;0.00042242;0.013944;0.010164;0.014923;0.0025553;0.017335;0.0048512;0.016794;0.013601;0.018371;0.017675;0.0029659;0.014824;0.012167;8.5673E-05;0.014284;0.010857;0.018886;0.013144;0.011072;0.015434;0.012746;0.0068872;0.0022659;0.0048518;0.0046687;0.013185;0.019084;0.015658;0.017286;0.0030764;0.012825;0.00050766;0.01738;0.0080851;0.0042667;0.0078929;0.011627;0.002775;0.013184;0.0032429;0.005339;0.017475;0.01147;0.016673;0.011103;0.014328;0.011587;0.0061736;0.018097;0.001882;0.0016906;0.016981;0.015198;0.0058582;0.016911;0.0094838;0.0055372;0.014438;0.0041015;0.0046357;0.00079078;0.0021858;0.0177;0.013564;0.0064513;0.017721;0.0059873;0.0023462;0.013117;0.0038075;0.0066143;0.0094285;0.0065942;0.0059637;0.012314;0.011583
10;1.0105;1.0811;2;0.85;0.5;50;50;Manhattan(Median);0.011737;0.016926;0.0061394;0.0032664;0.023751;0.0039629;0.0075775;0.014604;0.023039;0.00022206;0.0029618;0.010109;0.017637;0.017031;0.01723;0.017254;0.0021136;0.0026687;0.011597;0.0060579;0.015699;4.4726E-05;0.021983;0.0012432;0.0059109;0.020385;0.0098016;0.0051542;0.018597;0.0057648;0.0099698;0.018744;0.011864;0.0041172;0.0089274;0.022091;0.0028617;0.0047219;0.0039504;0.00011408;0.0065483;0.00038862;0.002151;0.01603;0.0044405;0.016706;0.0010276;0.014411;0.0026197;0.02032;0.0011805;0.021361;0.001177;0.022911;0.021944;0.0046151;0.0092003;0.020452;0.014362;0.011633;0.0093413;0.020043;0.014141;0.018717;0.00044478;0.014254;0.0037247;0.013334;0.0014898;0.01022;0.0041184;0.0036049;0.0012623;0.017358;0.0029085;0.009031;0.0062955;0.0096144;0.0007807;0.0092572;0.019571;0.00065756;0.0085103;0.0072657;0.015561;0.015859;0.0023976;0.0092572;0.022116;0.0085973;0.023798;0.023215;0.014039;0.01895;0.0015519;0.017401
