TITLE;72 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomWeibull;RandomUniform
p1;0.333333333333333;0
p2;1;1
RESULTS
COMMON
distance
which;Manhattan(Average);Manhattan(GeometricAverage);Manhattan(Median);Manhattan(Minimum);Manhattan(MinimumTimesMedian);Manhattan(Summation);Euclidean(Average);Euclidean(GeometricAverage);Euclidean(Median);Euclidean(Minimum);Euclidean(MinimumTimesMedian);Euclidean(Summation)
plain;0.57569;0.57513;0.57564;0.47724;0.27472;705.22;0.047939;0.0478;0.04798;0.034193;0.0016406;58.726
PCA;0.57914;0.57855;0.57967;0.47513;0.27542;709.45;0.049729;0.049562;0.049747;0.034333;0.0017079;60.918
DE00;0.59563;0.59335;0.59533;0.51326;0.29896;728.39;0.091665;0.086953;0.09161;0.052945;0.003876;101.45
DE01;0.5939;0.59148;0.59586;0.51412;0.30029;728.09;0.091225;0.097437;0.093428;0.049731;0.004185;115.53
DE02;0.59522;0.59293;0.59451;0.51225;0.2988;728.56;0.099621;0.090685;0.092651;0.051787;0.0043188;119.95
PCA
weights;0.017314;0.01306;0.014751;0.016386;0.012174;0.013585;0.015192;0.010149;0.012252;0.012068;0.011412;0.014203;0.019537;0.014763;0.013743;0.01148;0.017217;0.019043;0.017482;0.011942;0.012746;0.012032;0.012957;0.014577;0.011534;0.011454;0.012066;0.015344;0.015425;0.013989;0.014616;0.014086;0.017178;0.010571;0.014506;0.01515;0.013153;0.016664;0.0083712;0.014595;0.015863;0.013133;0.013644;0.016456;0.014933;0.012729;0.014459;0.012492;0.013356;0.0094255;0.014278;0.016328;0.01258;0.015969;0.016754;0.014682;0.013703;0.011944;0.014967;0.016649;0.016363;0.012363;0.01269;0.014756;0.0093377;0.014044;0.014531;0.015242;0.010869;0.0091235;0.011203;0.016368
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.0316;0.5939;2;0.85;0.5;50;50;Manhattan(Average);0.0062766;0.00048014;0.0025325;0.035274;0.00045705;0.00085524;0.019035;0.002234;0.013581;0.002517;0.00060031;0.0057597;0.041694;0.036828;0.0020813;0.0010216;0.042497;0.041513;0.040277;0.0016912;0.0017969;0.0008595;0.0025699;0.00069353;0.0035181;0.00053898;0.0010145;0.026446;0.026088;0.027051;0.037019;0.0065777;0.039563;0.001217;0.0085865;0.004049;0.0021335;0.041408;0.00015166;0.0021365;0.025603;0.00068749;0.0031277;0.037252;0.024842;0.0027027;0.0077443;0.0005209;5.5091E-05;0.0013561;0.0028039;0.022372;0.000737;0.0318;0.039476;0.0027692;0.017686;0.0047807;0.041675;0.038103;0.035159;0.0014039;0.00078279;0.036074;0.00038353;0.0096343;0.011349;0.024098;0.00016121;0.0013791;0.0030719;0.039787
2;1.0346;0.59563;2;0.85;0.5;50;50;Manhattan(Average);0.0026311;0.0019886;0.00016093;0.0080801;0.00098141;0.0086609;0.018976;0.00017738;0.0041544;0.00058767;0.00080174;0.006045;0.05442;0.037679;0.0028258;0.0019369;0.047924;0.052365;0.053616;3.4705E-05;0.014169;0.00097203;0.0006898;0.0068397;0.00058559;0.00020099;0.00042202;0.0074931;0.014198;0.017489;0.01443;0.0016079;0.033788;0.00011318;0.0003757;0.052449;0.0055049;0.052981;0.0009472;0.0041221;0.052128;0.0093077;0.00090603;0.020697;0.047796;0.0018836;0.018293;0.0026383;0.0057905;0.00020217;0.0036674;0.043715;0.0026842;0.0024556;0.037538;0.0032083;0.0098841;0.001554;0.011023;0.039251;0.052615;0.00020473;0.00024659;0.017547;0.00084961;0.0014902;0.018097;0.0076173;0.0023199;1.8334E-05;0.0026877;0.04826
3;1.0339;0.59522;2;0.85;0.5;50;50;Manhattan(Average);0.007733;0.0016441;0.003692;0.048939;0.0026183;0.0088074;0.001591;3.3297E-05;0.0006993;0.0011511;0.0044147;0.0054697;0.050386;0.028062;0.00037269;0.00029694;0.035735;0.050924;0.050471;0.00071917;0.004076;0.00087345;8.1445E-05;0.013439;0.00046304;0.0022345;0.0010576;0.039589;0.0028256;0.0088517;0.042672;0.013404;0.049988;0.00088423;0.0087055;0.021873;0.00012184;0.030605;0.001089;0.0007299;0.039468;0.0071343;0.00099223;0.033437;0.0021748;0.0090784;0.003903;0.0018375;0.0009103;0.0036211;0.0030706;0.0431;0.0037838;0.05006;0.038333;0.0054673;0.0046041;0.0023039;0.0084502;0.039575;0.04798;0.0011836;0.00022621;0.010784;0.0016017;0.0018628;0.01336;0.031248;0.0037908;0.00029646;0.0013857;0.037655
4;1.0317;0.59335;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.00015323;0.0011343;0.030001;0.039877;0.0030983;0.00050844;0.019851;0.00048743;0.0023878;0.00069021;0.0034659;0.0043627;0.043469;0.024737;0.0070896;0.00013327;0.045506;0.043983;0.035623;0.00060202;0.0013048;0.0040065;0.00052434;0.00661;0.00077843;0.0059053;0.00011619;0.0098053;0.01545;0.034159;0.0081963;0.012204;0.044027;0.00012051;0.005808;0.025533;0.0029461;0.039536;0.00045083;0.019275;0.037664;0.0008382;0.0023799;0.040968;0.039125;0.0021747;0.00065956;0.0011947;0.0035151;0.0020621;0.0059994;0.030713;0.00034551;0.039606;0.042219;0.0010813;0.013487;0.0014741;0.0096841;0.039583;0.045095;0.0018287;0.0058061;0.0045083;9.8251E-05;0.0027022;0.036321;0.0089616;0.0012137;0.0021417;0.0032518;0.029382
5;1.0284;0.59148;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.00091062;8.9601E-05;0.0077642;0.015646;0.0039322;0.0011615;0.010793;0.0015662;0.00076706;0.0010161;0.0025307;0.0032802;0.036463;0.033459;0.0044664;0.00045114;0.036326;0.036773;0.036957;0.0013579;0.001498;0.0013279;0.0013269;0.0024321;0.0019255;0.0026569;0.016007;0.016692;0.036793;0.031529;0.026049;0.0080759;0.033622;0.0044572;0.0065727;0.035469;0.002707;0.030487;7.5963E-05;0.019356;0.017773;0.0018963;0.004722;0.034366;0.024513;0.001844;0.036298;0.00080983;0.0074082;0.001108;0.00071589;0.036604;0.0001573;0.03525;0.029461;0.029459;0.028149;0.00016297;0.0058394;0.035767;0.029558;0.0014003;0.0015656;0.035964;0.00014811;0.00053991;0.026781;0.016946;0.0025484;0.00029602;0.0020721;0.035106
6;1.031;0.59293;2;0.85;0.5;50;50;Manhattan(GeometricAverage);0.00087015;0.0051033;0.0036344;0.038026;0.00047352;0.0057348;0.028182;0.00067737;0.0012761;0.0017745;0.00063634;0.0013806;0.042652;0.020252;0.0043441;0.00024076;0.042731;0.042334;0.042046;0.016032;0.0032491;0.0011405;0.0022226;0.011065;0.00038076;0.0050871;0.0045169;0.032286;0.027221;0.0034448;0.017785;0.013518;0.039569;0.0073468;0.0023296;0.0046093;0.0015032;0.03789;0.00087386;0.0069631;0.039096;0.0060805;0.0016003;0.041126;0.022796;0.00083953;0.010682;0.00052564;0.0046291;0.0006253;0.011708;0.035103;0.0016991;0.039479;0.039928;0.0039449;0.007973;0.0012849;0.017882;0.041628;0.042215;0.00054577;0.001798;0.011119;0.0011625;0.0030654;0.012984;0.035329;0.00052094;0.0013755;0.0024159;0.037438
7;1.0773;0.51412;2;0.85;0.5;50;50;Manhattan(Minimum);0.0024661;0.009578;0.026831;0.016629;0.024905;0.02172;0.015643;0.024715;0.014175;0.0091456;0.015827;0.024242;0.023216;0.0083437;0.020972;0.0028517;0.0074101;0.0010303;0.018696;0.0052946;0.024518;0.021158;0.013915;0.014386;0.012876;0.019504;0.010444;0.010194;0.01042;0.016093;0.024753;0.0051271;0.012066;0.025964;0.0085313;0.027858;0.024317;0.0083423;0.014551;0.023963;0.026087;0.0073118;0.0087491;0.024174;0.015832;0.020674;0.0035746;0.013739;0.01816;0.0039094;0.010201;0.010049;0.0043433;0.012178;0.018704;0.0038785;0.0045533;0.011207;0.0088594;0.021146;0.022735;0.010347;0.01215;0.0081488;0.003254;0.0058561;0.013215;0.021125;0.0045741;0.0037736;0.0056366;0.01918
8;1.0755;0.51326;2;0.85;0.5;50;50;Manhattan(Minimum);0.003403;0.012987;0.02383;0.011747;0.015612;0.013205;0.021138;0.024689;0.014893;0.0074586;0.0028835;0.021612;0.024778;0.0047821;0.012302;0.024778;0.017021;0.0078873;0.0068919;0.010974;0.021311;0.021039;0.015444;0.025673;0.0015536;0.023361;0.0017195;0.010733;0.0053805;0.0088724;0.012625;0.0090144;0.019512;0.023287;0.0092524;0.01558;0.014399;0.0063327;0.022973;0.023352;0.023147;0.0136;0.002111;0.0090827;0.025524;0.0053774;0.013301;0.012079;0.019361;0.0038541;0.013693;0.0070311;0.004461;0.016524;0.02118;0.017797;0.01367;0.0019629;0.020015;0.019416;0.010257;0.024176;0.011752;0.021648;0.0017887;0.0043608;0.0069324;0.016248;0.019059;0.018172;0.020462;0.0076657
9;1.0734;0.51225;2;0.85;0.5;50;50;Manhattan(Minimum);0.012296;0.015816;0.026626;0.0074872;0.020395;0.0050017;0.013959;0.020875;0.019278;0.0096979;0.022636;0.010706;0.021291;0.016935;0.0082358;0.0050608;0.0055464;0.019336;0.015207;0.013389;0.01573;0.026565;0.018234;0.024344;0.00044581;0.0077243;0.015209;0.014388;0.015534;0.027222;0.013178;0.0062091;0.011739;0.022476;0.012093;0.01055;0.02285;0.0058942;0.0082059;0.027142;0.02774;0.01365;0.0059528;0.014877;0.0043728;0.0025062;0.0025293;0.0024026;0.016108;0.012927;0.02286;0.0028676;0.0027094;0.015031;0.025952;0.0040821;0.0050019;0.010427;0.021759;0.022236;0.0226;0.0060533;0.026324;0.02295;0.0043625;0.0034006;0.0071574;0.016728;0.0098765;0.013426;0.019512;0.01611
10;1.0342;0.59533;2;0.85;0.5;50;50;Manhattan(Median);0.0035819;0.0065048;0.027866;0.030011;0.0020048;0.011475;0.0023877;0.00015303;0.0011953;0.0018968;0.0038302;0.01315;0.040882;0.0017832;0.011065;0.0022657;0.039148;0.041853;0.037301;0.0022932;0.0017113;0.00015773;0.0041733;0.0094521;0.0018151;0.0029832;0.002462;0.015701;0.039626;0.0022185;0.039912;0.0051039;0.040373;0.00021624;0.0010336;0.0008286;0.015577;0.03036;0.0013965;0.024759;0.04033;0.012511;0.01036;0.026721;0.039193;0.0001497;0.034426;0.005268;0.0078494;0.0065457;0.00048787;0.014248;0.0012239;0.039456;0.041855;0.0018665;0.013248;0.0013261;0.0019644;0.028042;0.0018145;0.0068072;0.0021935;0.040162;6.7141E-05;0.0076352;0.0031135;0.039502;0.0064931;0.0015675;0.0025436;0.040521
