TITLE;12 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2;3;4;5;6;7
type;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal
p1;0;0;0;0;0;0;0
p2;1;1;1;1;1;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.0272;1.5119;2.3159;3.8399;6.8533
D plain [S] Manhattan(Average);1.0602;1.0651;1.0657;1.0685;1.0604
D PCA [C] Manhattan(Average);1.043;1.8681;3.0999;5.3809;9.7803
D PCA [S] Manhattan(Average);1.0602;1.0652;1.0657;1.0686;1.0604
D DE (avg)[C] Manhattan(Average);1.082;1.9234;3.1243;5.5079;10.1
D DE (avg)[S] Manhattan(Average);1.0624;1.0664;1.0673;1.0703;1.0648
D plain [C] Manhattan(GeometricAverage);1.0208;1.4977;2.2953;3.7994;6.7633
D plain [S] Manhattan(GeometricAverage);1.0536;1.0579;1.0602;1.0621;1.0529
D PCA [C] Manhattan(GeometricAverage);1.036;1.8392;3.0642;5.3145;9.6335
D PCA [S] Manhattan(GeometricAverage);1.0536;1.0581;1.0602;1.0623;1.0528
D DE (avg)[C] Manhattan(GeometricAverage);1.0647;1.8797;3.073;5.3785;9.795
D DE (avg)[S] Manhattan(GeometricAverage);1.0552;1.0591;1.0613;1.0633;1.0562
D plain [C] Manhattan(Median);1.0315;1.5121;2.3149;3.844;6.8508
D plain [S] Manhattan(Median);1.061;1.067;1.0667;1.0717;1.0609
D PCA [C] Manhattan(Median);1.0475;1.8777;3.1041;5.3862;9.8084
D PCA [S] Manhattan(Median);1.0622;1.0672;1.0678;1.0715;1.0603
D DE (avg)[C] Manhattan(Median);1.0862;1.9342;3.13;5.515;10.109
D DE (avg)[S] Manhattan(Median);1.076;1.0863;1.0803;1.0871;1.0784
D plain [C] Manhattan(Minimum);0.63861;0.82593;1.2787;1.853;3.3488
D plain [S] Manhattan(Minimum);0.65104;0.61604;0.69964;0.66965;0.60894
D PCA [C] Manhattan(Minimum);0.61699;0.8627;1.5505;2.4791;4.5111
D PCA [S] Manhattan(Minimum);0.65227;0.61904;0.70601;0.66471;0.60954
D DE (avg)[C] Manhattan(Minimum);0.71586;1.0274;1.658;2.6628;4.9321
D DE (avg)[S] Manhattan(Minimum);0.73842;0.7324;0.76177;0.75014;0.70507
D plain [C] Manhattan(MinimumTimesMedian);0.6587;1.2489;2.96;7.123;22.942
D plain [S] Manhattan(MinimumTimesMedian);0.69075;0.65731;0.74629;0.71769;0.64602
D PCA [C] Manhattan(MinimumTimesMedian);0.64628;1.6199;4.8128;13.353;44.247
D PCA [S] Manhattan(MinimumTimesMedian);0.69282;0.66067;0.75389;0.71226;0.64629
D DE (avg)[C] Manhattan(MinimumTimesMedian);0.74256;1.8756;5.1032;14.42;47.371
D DE (avg)[S] Manhattan(MinimumTimesMedian);0.78371;0.77542;0.81518;0.80479;0.73942
D plain [C] Manhattan(Summation);1258.3;1852.1;2836.9;4703.8;8395.3
D plain [S] Manhattan(Summation);1298.7;1304.7;1305.5;1308.9;1299
D PCA [C] Manhattan(Summation);1277.7;2288.4;3797.4;6591.6;11981
D PCA [S] Manhattan(Summation);1298.8;1304.9;1305.5;1309;1298.9
D DE (avg)[C] Manhattan(Summation);1325.4;2364.4;3825;6747;12376
D DE (avg)[S] Manhattan(Summation);1301.5;1306.4;1307.4;1311.1;1304.3
D plain [C] Euclidean(Average);0.38178;0.92165;2.4333;7.0987;23.227
D plain [S] Euclidean(Average);0.40418;0.40361;0.40574;0.40469;0.40256
D PCA [C] Euclidean(Average);0.4133;1.7725;4.891;14.909;49.891
D PCA [S] Euclidean(Average);0.40437;0.40387;0.40643;0.40524;0.40261
D DE (avg)[C] Euclidean(Average);1.2244;3.7097;8.7645;31.759;112.01
D DE (avg)[S] Euclidean(Average);1.1392;1.1472;1.1185;1.1432;1.0696
D plain [C] Euclidean(GeometricAverage);0.37346;0.88247;2.3396;6.8301;22.126
D plain [S] Euclidean(GeometricAverage);0.39559;0.39445;0.39867;0.39663;0.39232
D PCA [C] Euclidean(GeometricAverage);0.40209;1.6684;4.6771;14.223;46.958
D PCA [S] Euclidean(GeometricAverage);0.3958;0.39481;0.3994;0.3972;0.39233
D DE (avg)[C] Euclidean(GeometricAverage);0.83035;2.7714;6.7685;20.914;71.255
D DE (avg)[S] Euclidean(GeometricAverage);0.77118;0.78177;0.77875;0.78484;0.77766
D plain [C] Euclidean(Median);0.38041;0.90601;2.3906;6.9745;23.123
D plain [S] Euclidean(Median);0.40223;0.40066;0.40564;0.40405;0.40012
D PCA [C] Euclidean(Median);0.41241;1.7148;4.802;14.471;48.827
D PCA [S] Euclidean(Median);0.40276;0.40144;0.40741;0.40356;0.40023
D DE (avg)[C] Euclidean(Median);0.93192;3.1158;6.9321;22.918;71.654
D DE (avg)[S] Euclidean(Median);0.83041;0.91104;0.87124;0.82983;0.90222
D plain [C] Euclidean(Minimum);0.14176;0.26378;0.59519;1.5664;4.8383
D plain [S] Euclidean(Minimum);0.14169;0.14591;0.17016;0.14794;0.12934
D PCA [C] Euclidean(Minimum);0.14448;0.44085;1.1182;3.1354;9.15
D PCA [S] Euclidean(Minimum);0.14315;0.14846;0.17385;0.14394;0.12976
