TITLE;24 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2;3;4;5;6;7;8;9;10;11;12;13
type;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal
p1;0;0;0;0;0;0;0;0;0;0;0;0;0
p2;1;1;1;1;1;1;1;1;1;1;1;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.0596;1.5159;2.3906;3.9187;6.7363
D plain [S] Manhattan(Average);1.0652;1.0685;1.0671;1.0668;1.0661
D PCA [C] Manhattan(Average);1.0727;1.8278;3.2657;5.4851;9.6089
D PCA [S] Manhattan(Average);1.0652;1.0685;1.0671;1.0668;1.0661
D DE (avg)[C] Manhattan(Average);1.124;1.8955;3.3426;5.5808;9.6955
D DE (avg)[S] Manhattan(Average);1.0707;1.0712;1.0727;1.0706;1.0684
D plain [C] Manhattan(GeometricAverage);1.0561;1.511;2.3769;3.897;6.698
D plain [S] Manhattan(GeometricAverage);1.0618;1.0656;1.064;1.0636;1.0628
D PCA [C] Manhattan(GeometricAverage);1.0687;1.8182;3.2406;5.451;9.5427
D PCA [S] Manhattan(GeometricAverage);1.0617;1.0656;1.0639;1.0636;1.0628
D DE (avg)[C] Manhattan(GeometricAverage);1.1067;1.8663;3.3141;5.5115;9.6232
D DE (avg)[S] Manhattan(GeometricAverage);1.0662;1.0677;1.0685;1.0663;1.0646
D plain [C] Manhattan(Median);1.0596;1.5234;2.3917;3.9391;6.7548
D plain [S] Manhattan(Median);1.0623;1.0697;1.068;1.0676;1.0669
D PCA [C] Manhattan(Median);1.0733;1.8412;3.27;5.5152;9.5747
D PCA [S] Manhattan(Median);1.0619;1.0696;1.068;1.0671;1.0671
D DE (avg)[C] Manhattan(Median);1.1214;1.8968;3.3348;5.5949;9.7568
D DE (avg)[S] Manhattan(Median);1.081;1.0836;1.0809;1.0841;1.0787
D plain [C] Manhattan(Minimum);0.82351;1.0945;1.5913;2.5019;4.305
D plain [S] Manhattan(Minimum);0.82706;0.78274;0.75933;0.80382;0.79899
D PCA [C] Manhattan(Minimum);0.82848;1.2392;2.032;3.2823;6.1045
D PCA [S] Manhattan(Minimum);0.8284;0.77976;0.75949;0.80451;0.79952
D DE (avg)[C] Manhattan(Minimum);0.8635;1.3065;2.1838;3.6165;6.681
D DE (avg)[S] Manhattan(Minimum);0.86359;0.8531;0.84324;0.86262;0.85693
D plain [C] Manhattan(MinimumTimesMedian);0.87257;1.6673;3.8058;9.8552;29.079
D plain [S] Manhattan(MinimumTimesMedian);0.87855;0.83729;0.81094;0.85819;0.85244
D PCA [C] Manhattan(MinimumTimesMedian);0.88921;2.2817;6.6446;18.103;58.449
D PCA [S] Manhattan(MinimumTimesMedian);0.87965;0.83403;0.8111;0.85851;0.85321
D DE (avg)[C] Manhattan(MinimumTimesMedian);0.92623;2.469;7.1445;19.586;63.05
D DE (avg)[S] Manhattan(MinimumTimesMedian);0.92292;0.91735;0.89768;0.91936;0.92199
D plain [C] Manhattan(Summation);1298;1857;2928.5;4800.4;8252
D plain [S] Manhattan(Summation);1304.9;1308.9;1307.2;1306.8;1306
D PCA [C] Manhattan(Summation);1314;2239;4000.5;6719.3;11771
D PCA [S] Manhattan(Summation);1304.8;1308.9;1307.1;1306.8;1306
D DE (avg)[C] Manhattan(Summation);1377.4;2326.4;4111.5;6816.9;11948
D DE (avg)[S] Manhattan(Summation);1311.6;1312.3;1314;1311.5;1308.9
D plain [C] Euclidean(Average);0.28716;0.6491;1.8667;5.3209;16.136
D plain [S] Euclidean(Average);0.28853;0.28906;0.28886;0.28871;0.2887
D PCA [C] Euclidean(Average);0.3076;1.1869;4.066;11.208;35.275
D PCA [S] Euclidean(Average);0.28857;0.28915;0.28892;0.28877;0.28875
D DE (avg)[C] Euclidean(Average);0.83093;2.3015;7.808;20.361;66.426
D DE (avg)[S] Euclidean(Average);0.77552;0.79086;0.75497;0.82091;0.75599
D plain [C] Euclidean(GeometricAverage);0.28388;0.63979;1.8229;5.2083;15.801
D plain [S] Euclidean(GeometricAverage);0.28545;0.28647;0.28603;0.28577;0.28573
D PCA [C] Euclidean(GeometricAverage);0.30285;1.1625;3.9356;10.937;34.118
D PCA [S] Euclidean(GeometricAverage);0.28549;0.28657;0.2861;0.28583;0.28577
D DE (avg)[C] Euclidean(GeometricAverage);0.7375;2.1582;6.0732;18.262;58.91
D DE (avg)[S] Euclidean(GeometricAverage);0.6628;0.64626;0.68073;0.63265;0.64741
D plain [C] Euclidean(Median);0.28489;0.65328;1.8577;5.3073;15.98
D plain [S] Euclidean(Median);0.2861;0.28834;0.28818;0.28749;0.28948
