TITLE;96 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49
type;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal
p1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
p2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.0528;1.5078;2.3485;4.0025;6.8456
D plain [S] Manhattan(Average);1.0692;1.0689;1.0684;1.0701;1.0689
D PCA [C] Manhattan(Average);1.0623;1.8179;3.1649;5.6215;9.725
D PCA [S] Manhattan(Average);1.0692;1.0689;1.0684;1.0701;1.0689
D DE (avg)[C] Manhattan(Average);1.0921;1.8192;3.0377;5.341;9.206
D DE (avg)[S] Manhattan(Average);1.0744;1.074;1.0746;1.0753;1.075
D plain [C] Manhattan(GeometricAverage);1.0519;1.5062;2.3461;3.9969;6.8352
D plain [S] Manhattan(GeometricAverage);1.0683;1.0681;1.0678;1.0694;1.0681
D PCA [C] Manhattan(GeometricAverage);1.0613;1.8149;3.1607;5.612;9.709
D PCA [S] Manhattan(GeometricAverage);1.0683;1.0681;1.0678;1.0694;1.068
D DE (avg)[C] Manhattan(GeometricAverage);1.0916;1.8013;3.0514;5.3696;9.2184
D DE (avg)[S] Manhattan(GeometricAverage);1.0731;1.0729;1.0733;1.0737;1.074
D plain [C] Manhattan(Median);1.053;1.5087;2.3471;3.9991;6.839
D plain [S] Manhattan(Median);1.0688;1.0701;1.0708;1.0692;1.0686
D PCA [C] Manhattan(Median);1.0617;1.8149;3.164;5.6243;9.727
D PCA [S] Manhattan(Median);1.069;1.0702;1.0708;1.0697;1.0686
D DE (avg)[C] Manhattan(Median);1.0907;1.8061;3.0542;5.3315;9.304
D DE (avg)[S] Manhattan(Median);1.0775;1.0773;1.0788;1.0789;1.0778
D plain [C] Manhattan(Minimum);0.91201;1.311;1.9997;3.2334;5.5747
D plain [S] Manhattan(Minimum);0.92769;0.8983;0.9234;0.94213;0.92931
