TITLE;24 random variables, variable gain
FOCUS ON;Comparison by gain, distance type and variable type
EXPERIMENT TYPE;SingleAmongManyVaryingGain
RESULTS
PARTICULAR
parameters
normalization;Center
pcaRecompositionThreshold;0.95
component;1;2
type;RandomNormal;RandomNormal
p1;0;0
p2;1;1
distances;(RandomNormal, RandomNormal) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.0547;1.1094;1.2051;1.4823;2.13
D plain [S] Manhattan(Average);1.0687;1.0687;1.0643;1.0685;1.0666
D PCA [C] Manhattan(Average);1.0779;1.3881;2.8905;4.9347;8.9192
D PCA [S] Manhattan(Average);1.0687;1.0687;1.0644;1.0685;1.0666
D DE (avg)[C] Manhattan(Average);1.162;1.6653;2.5193;4.4534;7.7405
D DE (avg)[S] Manhattan(Average);1.0728;1.0726;1.0715;1.0732;1.071
D plain [C] Manhattan(GeometricAverage);1.0514;1.1057;1.1952;1.4548;2.0292
D plain [S] Manhattan(GeometricAverage);1.0655;1.0656;1.0609;1.0654;1.0636
D PCA [C] Manhattan(GeometricAverage);1.0737;1.352;2.6074;4.4008;7.9007
D PCA [S] Manhattan(GeometricAverage);1.0655;1.0657;1.061;1.0655;1.0636
D DE (avg)[C] Manhattan(GeometricAverage);1.1423;1.532;2.3542;3.8334;5.407
D DE (avg)[S] Manhattan(GeometricAverage);1.0685;1.0689;1.0668;1.0694;1.0672
D plain [C] Manhattan(Median);1.055;1.1081;1.1873;1.4501;2.0704
D plain [S] Manhattan(Median);1.0699;1.0719;1.0628;1.0684;1.0681
D PCA [C] Manhattan(Median);1.0771;1.3545;2.8755;4.9332;8.8171
D PCA [S] Manhattan(Median);1.0702;1.0711;1.0631;1.0688;1.0678
D DE (avg)[C] Manhattan(Median);1.1716;1.6319;2.7947;4.3932;7.1461
D DE (avg)[S] Manhattan(Median);1.0807;1.0828;1.0793;1.0834;1.0809
D plain [C] Manhattan(Minimum);0.79873;0.85102;0.84594;0.9219;0.80355
D plain [S] Manhattan(Minimum);0.82548;0.81125;0.80096;0.8145;0.77645
D PCA [C] Manhattan(Minimum);0.77438;0.76542;0.40864;0.3957;0.35297
D PCA [S] Manhattan(Minimum);0.82572;0.80988;0.80043;0.81544;0.77594
D DE (avg)[C] Manhattan(Minimum);0.85228;0.90047;0.89453;0.99564;1.0078
D DE (avg)[S] Manhattan(Minimum);0.8626;0.86571;0.86405;0.87014;0.86149
D plain [C] Manhattan(MinimumTimesMedian);0.84265;0.94299;1.0044;1.3368;1.6637
D plain [S] Manhattan(MinimumTimesMedian);0.88316;0.86961;0.85124;0.8702;0.82935
D PCA [C] Manhattan(MinimumTimesMedian);0.83406;1.0368;1.175;1.9521;3.1121
D PCA [S] Manhattan(MinimumTimesMedian);0.88371;0.86744;0.85092;0.87153;0.82852
D DE (avg)[C] Manhattan(MinimumTimesMedian);0.9099;1.0659;1.5598;2.8682;6.3599
D DE (avg)[S] Manhattan(MinimumTimesMedian);0.91946;0.92722;0.925;0.92639;0.92004
D plain [C] Manhattan(Summation);1292.1;1359.1;1476.3;1815.8;2609.2
D plain [S] Manhattan(Summation);1309.2;1309.1;1303.8;1308.9;1306.6
D PCA [C] Manhattan(Summation);1320.4;1700.5;3540.9;6045;10926
D PCA [S] Manhattan(Summation);1309.2;1309.2;1303.9;1308.9;1306.6
D DE (avg)[C] Manhattan(Summation);1426.2;2049.1;3318.8;5538.9;9740.3
D DE (avg)[S] Manhattan(Summation);1314.2;1314;1312.6;1314.7;1311.9
D plain [C] Euclidean(Average);0.28365;0.33475;0.56045;1.2534;3.9391
D plain [S] Euclidean(Average);0.28863;0.28888;0.28847;0.28874;0.28899
D PCA [C] Euclidean(Average);0.32192;1.2976;9.5779;28.584;93.93
D PCA [S] Euclidean(Average);0.28871;0.289;0.28861;0.28889;0.28902
D DE (avg)[C] Euclidean(Average);0.7973;3.0303;7.8383;22.818;75.348
D DE (avg)[S] Euclidean(Average);0.8302;0.79243;0.76699;0.77383;0.83062
D plain [C] Euclidean(GeometricAverage);0.28036;0.32749;0.49552;0.99007;2.7721
D plain [S] Euclidean(GeometricAverage);0.28561;0.28608;0.28527;0.28588;0.28631
D PCA [C] Euclidean(GeometricAverage);0.31563;0.99036;6.4722;19.364;62.421
D PCA [S] Euclidean(GeometricAverage);0.28567;0.28623;0.28545;0.28604;0.28634
D DE (avg)[C] Euclidean(GeometricAverage);0.82116;1.9108;5.6386;16.543;46.622
D DE (avg)[S] Euclidean(GeometricAverage);0.69051;0.68687;0.66103;0.68775;0.67854
D plain [C] Euclidean(Median);0.28148;0.3241;0.47457;1.0491;3.2549
D plain [S] Euclidean(Median);0.28625;0.28804;0.28719;0.28668;0.28851
D PCA [C] Euclidean(Median);0.31603;1.0785;8.1203;24.336;77.74
D PCA [S] Euclidean(Median);0.28672;0.28839;0.28722;0.28659;0.28873
D DE (avg)[C] Euclidean(Median);0.99013;2.1918;7.3254;17.23;57.537
D DE (avg)[S] Euclidean(Median);0.66571;0.74144;0.74153;0.79724;0.71178
D plain [C] Euclidean(Minimum);0.15601;0.17717;0.18626;0.21844;0.17122
D plain [S] Euclidean(Minimum);0.1699;0.16494;0.17026;0.16881;0.16316
D PCA [C] Euclidean(Minimum);0.14292;0.15706;0.046985;0.15575;0.12453
D PCA [S] Euclidean(Minimum);0.1703;0.16449;0.17044;0.16968;0.16288
D DE (avg)[C] Euclidean(Minimum);0.22313;0.25939;0.31178;0.38028;0.56401
D DE (avg)[S] Euclidean(Minimum);0.21809;0.22365;0.22751;0.22155;0.23078
D plain [C] Euclidean(MinimumTimesMedian);0.043914;0.057422;0.088396;0.22917;0.5573
D plain [S] Euclidean(MinimumTimesMedian);0.048634;0.047508;0.048897;0.048396;0.047075
D PCA [C] Euclidean(MinimumTimesMedian);0.045165;0.16939;0.38153;3.7904;9.681
D PCA [S] Euclidean(MinimumTimesMedian);0.048828;0.047437;0.048955;0.048627;0.047028
D DE (avg)[C] Euclidean(MinimumTimesMedian);0.11802;0.26498;0.75809;3.1949;16.027
D DE (avg)[S] Euclidean(MinimumTimesMedian);0.10346;0.10476;0.10878;0.097233;0.10328
D plain [C] Euclidean(Summation);347.47;410.07;686.55;1535.5;4825.4
D plain [S] Euclidean(Summation);353.57;353.88;353.38;353.71;354.01
D PCA [C] Euclidean(Summation);394.35;1589.6;11733;35016;1.1506E+05
D PCA [S] Euclidean(Summation);353.66;354.02;353.55;353.89;354.05
D DE (avg)[C] Euclidean(Summation);1125.5;3584.4;10367;28517;93615
D DE (avg)[S] Euclidean(Summation);983.74;1012.7;944.65;987.74;950.28
distances;(RandomNormal, RandomPearson) (many)
gain;1;3;9;27;81
D plain [C] Manhattan(Average);1.1052;1.1392;1.2711;1.5315;2.1869
D plain [S] Manhattan(Average);0.97297;0.97195;0.98112;0.97288;0.9677
D PCA [C] Manhattan(Average);1.1313;1.2915;2.5664;4.8766;8.9983
D PCA [S] Manhattan(Average);0.9725;0.97195;0.98132;0.97305;0.96751
D DE (avg)[C] Manhattan(Average);1.2194;1.5994;2.5637;4.3891;8.067
D DE (avg)[S] Manhattan(Average);1.0204;1.0115;1.021;1.007;1.0115
