TITLE;2 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomUniform;RandomNormal
p1;;;;;;;;;0;0
p2;;;;;;;;;3;1
RESULTS
COMMON
distance
which;Euclidean(MinimumTimesMedian)
plain;0.016354
PCA;0.013851
PCA
weights;;;;;;;;;0.42256;0.57744
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
2;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
3;1.4774;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
4;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
5;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.4774;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
2;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
3;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
4;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
5;1.4775;0.024163;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.79067;0.20933
population
1;2.2558;2.1698
2;1.9161;-0.099188
3;0.22916;0.09527
4;0.20582;-1.5525
5;2.0091;-1.6689
6;1.8116;0.54115
7;2.3236;1.3426
8;2.512;1.3586
9;0.83019;0.87003
10;1.6766;0.66908
11;1.1338;0.37519
12;2.3095;0.38937
13;2.0132;0.23029
14;1.8441;-0.14986
15;0.086802;-0.78536
16;0.29336;0.42765
17;1.3854;-0.56077
18;2.9799;-0.62862
19;1.1857;0.67967
20;2.8279;0.91316
21;1.4154;0.67904
22;1.2135;0.12257
23;1.1625;-0.69261
24;1.8022;-0.15877
25;2.6288;-0.88704
26;2.0373;0.56277
27;2.471;1.008
28;1.2663;-1.622
29;2.4172;-0.073743
30;1.3866;0.31351
31;2.8118;-2.2841
32;2.09;1.6209
33;2.4353;-0.68624
34;0.81658;-0.68802
35;2.1775;-0.98548
36;0.47787;-0.28104
37;0.1005;1.4579
38;0.70697;-0.31768
39;0.67406;-0.59779
40;0.87541;0.96781
41;1.5311;0.45176
42;0.88448;-1.2971
43;1.9447;-1.3072
44;1.097;-0.16286
45;0.31965;-1.3801
46;0.47038;0.23581
47;0.71308;-0.90459
48;1.39;0.15561
49;2.0054;-0.46472
50;0.44662;0.81688
normalized population
1;0.78384;2.2054
2;0.44413;-0.063547
3;-1.2428;0.13091
4;-1.2662;-1.5168
5;0.53716;-1.6333
6;0.33962;0.57679
7;0.8516;1.3782
8;1.04;1.3942
9;-0.64178;0.90567
10;0.20457;0.70472
11;-0.33815;0.41083
12;0.83753;0.42501
13;0.54126;0.26593
14;0.37211;-0.11422
15;-1.3852;-0.74972
16;-1.1786;0.46329
17;-0.086585;-0.52513
18;1.5079;-0.59298
19;-0.28629;0.71531
20;1.3559;0.9488
21;-0.056569;0.71468
22;-0.25846;0.15821
23;-0.30952;-0.65696
24;0.33024;-0.12313
25;1.1568;-0.8514
26;0.56534;0.59841
27;0.99902;1.0436
28;-0.20567;-1.5864
29;0.9452;-0.038102
30;-0.08534;0.34915
31;1.3398;-2.2484
32;0.61798;1.6565
33;0.96333;-0.6506
34;-0.65539;-0.65237
35;0.70556;-0.94984
36;-0.99411;-0.2454
37;-1.3715;1.4935
38;-0.76501;-0.28204
39;-0.79792;-0.56215
40;-0.59657;1.0035
41;0.05917;0.48741
42;-0.5875;-1.2615
43;0.47272;-1.2715
44;-0.37502;-0.12722
45;-1.1523;-1.3444
46;-1.0016;0.27145
47;-0.7589;-0.86895
48;-0.081957;0.19125
49;0.53342;-0.42908
50;-1.0254;0.85252
PARTICULAR
GAIN
3
