TITLE;15 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4;5;6;7;8
type;;;;;;;;;RandomUniform;RandomUniform;RandomUniform;RandomUniform;RandomUniform;RandomUniform;RandomUniform;RandomNormal
p1;;;;;;;;;0;0;0;0;0;0;0;0
p2;;;;;;;;;3;3;3;3;3;3;3;1
RESULTS
COMMON
distance
which;Euclidean(MinimumTimesMedian)
plain;0.054977
PCA;0.062125
PCA
weights;;;;;;;;;0.052828;0.03899;0.054175;0.027108;0.051306;0.07521;0.052407;0.088202;0.092028;0.085711;0.096765;0.057494;0.098192;0.067321;0.062264
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;2.4247;0.1333;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);1.6608E-06;1.5507E-06;2.2342E-07;1.3995E-07;0.094697;1.5299E-06;8.635E-07;0.10741;0.13626;0.24696;0.24681;6.5557E-06;0.16784;7.5623E-07;1.2592E-07
2;2.4527;0.13485;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);2.9701E-10;6.1326E-07;2.4598E-07;1.0245E-08;0.19155;0.2105;7.9798E-08;5.8198E-08;0.094576;0.11308;0.15586;3.7589E-07;0.23443;3.3898E-08;8.5402E-10
3;2.4009;0.13199;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);4.5212E-09;1.4361E-08;4.4912E-08;3.0078E-08;0.06239;5.293E-09;5.49E-10;0.12156;0.14724;0.23845;0.23843;2.3572E-10;0.19194;1.5824E-09;2.0867E-10
4;2.4684;0.13571;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);9.2017E-08;1.7339E-07;7.9081E-08;4.6001E-08;2.5619E-08;3.3122E-09;1.2746E-07;6.6681E-08;0.14455;1.576E-08;0.30841;2.1093E-07;0.28353;0.15351;0.10999
5;2.3383;0.12856;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.14066;1.0808E-06;4.5004E-10;2.4463E-07;7.0653E-07;2.3711E-06;1.4482E-07;0.16589;0.14176;0.13435;0.13492;5.3294E-07;0.18381;0.098603;1.5274E-08
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;2.3383;0.12856;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.14066;1.0808E-06;4.5004E-10;2.4463E-07;7.0653E-07;2.3711E-06;1.4482E-07;0.16589;0.14176;0.13435;0.13492;5.3294E-07;0.18381;0.098603;1.5274E-08
2;2.4009;0.13199;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);4.5212E-09;1.4361E-08;4.4912E-08;3.0078E-08;0.06239;5.293E-09;5.49E-10;0.12156;0.14724;0.23845;0.23843;2.3572E-10;0.19194;1.5824E-09;2.0867E-10
3;2.4247;0.1333;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);1.6608E-06;1.5507E-06;2.2342E-07;1.3995E-07;0.094697;1.5299E-06;8.635E-07;0.10741;0.13626;0.24696;0.24681;6.5557E-06;0.16784;7.5623E-07;1.2592E-07
4;2.4527;0.13485;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);2.9701E-10;6.1326E-07;2.4598E-07;1.0245E-08;0.19155;0.2105;7.9798E-08;5.8198E-08;0.094576;0.11308;0.15586;3.7589E-07;0.23443;3.3898E-08;8.5402E-10
5;2.4684;0.13571;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);9.2017E-08;1.7339E-07;7.9081E-08;4.6001E-08;2.5619E-08;3.3122E-09;1.2746E-07;6.6681E-08;0.14455;1.576E-08;0.30841;2.1093E-07;0.28353;0.15351;0.10999
population
1;2.3632;0.78;2.2124;0.77666;0.33592;0.23277;1.9845;0.72817;1.2103;0.89732;0.72522;-1.3736;-0.48688;0.30557;0.060547
2;0.37734;1.5795;0.74539;1.2804;0.69437;1.3379;0.58817;-2.1806;-0.44796;-0.51304;-1.2544;0.51853;0.78089;-0.97567;-0.13744
3;2.4163;1.4683;1.878;0.75537;1.6053;2.8545;2.1849;0.42742;-1.3084;0.23207;-0.74847;0.67988;-0.64258;0.5389;-2.5667
4;2.802;2.5328;0.48023;1.0896;2.1597;2.5361;1.4725;-1.7968;-0.68316;0.41072;-0.53145;-0.00078512;1.6628;0.60898;-0.071394
5;0.055656;1.8935;0.12104;0.21967;0.34012;0.36411;0.73647;-1.0766;-1.978;0.29989;-0.056192;-0.56762;0.33192;0.94817;0.86671
6;1.8063;0.27424;1.41;1.3026;2.4673;2.4767;1.8454;0.93682;-0.6899;1.5163;0.48215;-0.52106;-1.5209;-0.58279;0.53255
7;0.55165;0.37347;0.27613;2.374;1.8667;0.25304;2.2911;-0.28028;1.1785;-2.0277;-1.4271;-0.061947;2.1669;-1.0709;-0.422
8;2.4766;2.3058;2.7493;1.8326;1.1587;0.8386;2.5736;1.2448;-0.17927;0.79444;0.15934;0.40021;1.0825;0.60056;0.50343
9;0.54377;1.4257;1.9416;1.2233;2.2853;2.7046;0.066722;-1.9957;0.69918;-0.94527;1.2803;1.4214;-1.9808;-0.77559;1.1719
10;2.2309;2.4558;0.20627;2.9876;0.075319;0.4899;0.89654;-0.76268;-0.069503;0.41018;-0.29717;-1.6445;1.1417;-1.2955;-0.27037
11;1.8413;1.8071;0.045196;1.5559;0.19692;2.9316;1.5027;-1.398;0.06115;-0.93317;0.38689;1.3739;-0.14617;0.073414;-1.9321
12;2.1559;0.18924;2.7116;1.2401;1.9398;2.9516;0.56338;0.87761;-0.72214;1.2868;-0.66625;0.75024;-2.4076;-0.73213;-0.932
13;2.5185;1.851;1.5996;1.7018;0.77816;2.2248;2.4627;0.3115;-1.142;-1.3006;-0.71985;0.33305;-1.1966;0.76493;0.080909
14;2.4889;2.8136;0.38162;0.47258;1.8406;1.1671;1.801;0.90092;-0.50415;-0.59052;-2.1132;-0.099175;0.2972;0.60162;-0.80542
15;1.4654;1.2323;1.0407;1.0033;2.8191;0.32079;0.80598;-1.4682;-0.39437;-0.53076;-1.0043;-0.42751;0.13923;-0.67153;-0.20511
16;0.085131;1.8526;2.7032;0.96028;2.4825;0.51136;2.6895;-1.964;-1.0403;1.7241;1.1008;-1.2462;1.6808;-0.095718;-1.1601
17;1.5109;1.2518;1.2553;0.42737;0.073068;1.9556;0.7466;0.19614;-0.15205;-0.98877;0.98124;0.011852;-0.10255;0.58563;0.48375
18;1.4313;2.0917;0.34599;1.7135;0.74464;0.56333;1.5014;0.23015;0.35659;-2.6466;-0.13562;0.2182;0.19242;-1.0378;-0.23909
19;2.7106;2.5715;1.2887;1.4912;0.71614;0.47916;1.7382;1.082;0.6862;-0.60609;0.585;0.1446;-1.4353;-0.61963;0.66898
20;0.40166;1.8552;1.5917;0.10323;2.9127;2.6574;0.62665;-0.57255;-1.0589;0.10558;-0.68137;-1.1181;0.95658;-1.5048;1.1774
21;1.1616;2.1211;0.46465;1.7079;0.12467;0.76162;1.0688;0.25331;-1.5387;1.294;-0.94653;-0.9063;-0.49385;-0.083955;-0.093313
22;1.3632;0.82366;0.027703;1.717;1.5859;0.031531;0.456;-0.69925;0.9663;-2.083;0.89421;0.48475;0.68275;0.85451;-0.35558
23;1.4927;0.10372;1.8231;2.2388;2.4145;0.62824;2.5385;2.0299;-0.25227;0.67713;0.45772;-0.16267;-0.81089;0.5449;-0.90819
