TITLE;30 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
type;;;;;;;;;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomNormal;RandomUniform
p1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
p2;;;;;;;;;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;1
RESULTS
COMMON
distance
which;Euclidean(MinimumTimesMedian)
plain;1.229
PCA;5.0853
PCA
weights;;;;;;;;;0.044056;0.047525;0.063607;0.060031;0.058762;0.094503;0.077273;0.069051;0.069799;0.073931;0.072196;0.060108;0.069388;0.079923;0.059554;1.4373E-05;2.2485E-05;1.3215E-05;1.1747E-05;2.9492E-05;1.0525E-05;1.3735E-05;1.2202E-05;3.1218E-05;2.0766E-05;1.9341E-05;2.3579E-05;2.5588E-05;2.0046E-05;2.4475E-05
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;7.762;9.5397;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.1953;5.1947E-07;0.19569;4.6545E-05;7.8333E-07;0.19546;0.060586;0.00015361;0.091295;6.9329E-08;0.00012289;3.1315E-05;0.10933;0.15099;0.0002598;1.3441E-05;0.00011309;1.3542E-05;2.049E-05;0.0001398;2.9943E-05;4.8863E-05;4.4982E-05;9.0595E-06;2.0523E-07;5.8045E-06;1.4684E-06;4.2821E-06;0.00024271;4.7459E-05
2;9.0598;11.135;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);8.6787E-06;0.00022155;0.20633;0.0002741;9.8902E-06;0.25966;0.24313;2.6434E-05;0.11199;0.12151;1.7017E-07;4.1729E-05;0.00026224;0.055086;7.7546E-06;2.1232E-05;1.6003E-06;2.3004E-05;4.2506E-06;3.6806E-05;4.7235E-06;1.7879E-06;6.9318E-06;0.00018512;2.7821E-07;0.00064287;0.00020236;1.7593E-07;0.00029476;1.4592E-05
3;8.7536;10.758;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);8.6746E-07;1.522E-05;0.17627;0.16525;4.8432E-06;0.22095;0.1906;6.0376E-08;0.16231;0.08443;2.5783E-06;1.5428E-05;1.1554E-08;1.9087E-05;1.6275E-05;1.0914E-05;1.5285E-06;5.468E-08;4.703E-06;5.1411E-06;3.8587E-06;1.9883E-06;4.52E-06;3.1645E-05;4.1527E-06;2.1748E-05;8.7309E-06;3.4626E-06;5.4662E-06;7.1076E-06
4;8.8008;10.817;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);1.2146E-06;1.5664E-07;0.17989;1.0931E-07;1.3292E-06;0.17484;0.088505;1.563E-06;0.034716;0.16459;7.9622E-07;3.9218E-07;1.325E-06;0.18151;0.17592;2.7458E-06;2.8327E-07;6.3207E-07;2.8531E-07;3.8505E-09;1.6391E-07;2.4748E-07;1.998E-07;8.1851E-08;3.8877E-06;1.6394E-06;6.6691E-07;8.489E-08;3.131E-07;2.7732E-06
5;7.5336;9.259;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.15153;3.2164E-06;0.15298;1.3197E-05;1.6691E-06;0.15234;0.14394;0.043357;0.1259;1.5066E-07;7.5062E-06;1.6627E-05;0.096369;0.13346;1.6336E-06;2.2024E-05;2.6303E-06;4.8005E-06;2.9399E-08;2.0191E-06;4.4281E-07;3.7882E-06;1.0264E-06;5.4066E-07;1.8374E-06;5.9163E-06;1.379E-05;9.6566E-06;1.4387E-06;4.2933E-06
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;7.5336;9.259;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.15153;3.2164E-06;0.15298;1.3197E-05;1.6691E-06;0.15234;0.14394;0.043357;0.1259;1.5066E-07;7.5062E-06;1.6627E-05;0.096369;0.13346;1.6336E-06;2.2024E-05;2.6303E-06;4.8005E-06;2.9399E-08;2.0191E-06;4.4281E-07;3.7882E-06;1.0264E-06;5.4066E-07;1.8374E-06;5.9163E-06;1.379E-05;9.6566E-06;1.4387E-06;4.2933E-06
2;7.762;9.5397;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.1953;5.1947E-07;0.19569;4.6545E-05;7.8333E-07;0.19546;0.060586;0.00015361;0.091295;6.9329E-08;0.00012289;3.1315E-05;0.10933;0.15099;0.0002598;1.3441E-05;0.00011309;1.3542E-05;2.049E-05;0.0001398;2.9943E-05;4.8863E-05;4.4982E-05;9.0595E-06;2.0523E-07;5.8045E-06;1.4684E-06;4.2821E-06;0.00024271;4.7459E-05
3;8.7536;10.758;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);8.6746E-07;1.522E-05;0.17627;0.16525;4.8432E-06;0.22095;0.1906;6.0376E-08;0.16231;0.08443;2.5783E-06;1.5428E-05;1.1554E-08;1.9087E-05;1.6275E-05;1.0914E-05;1.5285E-06;5.468E-08;4.703E-06;5.1411E-06;3.8587E-06;1.9883E-06;4.52E-06;3.1645E-05;4.1527E-06;2.1748E-05;8.7309E-06;3.4626E-06;5.4662E-06;7.1076E-06
4;8.8008;10.817;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);1.2146E-06;1.5664E-07;0.17989;1.0931E-07;1.3292E-06;0.17484;0.088505;1.563E-06;0.034716;0.16459;7.9622E-07;3.9218E-07;1.325E-06;0.18151;0.17592;2.7458E-06;2.8327E-07;6.3207E-07;2.8531E-07;3.8505E-09;1.6391E-07;2.4748E-07;1.998E-07;8.1851E-08;3.8877E-06;1.6394E-06;6.6691E-07;8.489E-08;3.131E-07;2.7732E-06
5;9.0598;11.135;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);8.6787E-06;0.00022155;0.20633;0.0002741;9.8902E-06;0.25966;0.24313;2.6434E-05;0.11199;0.12151;1.7017E-07;4.1729E-05;0.00026224;0.055086;7.7546E-06;2.1232E-05;1.6003E-06;2.3004E-05;4.2506E-06;3.6806E-05;4.7235E-06;1.7879E-06;6.9318E-06;0.00018512;2.7821E-07;0.00064287;0.00020236;1.7593E-07;0.00029476;1.4592E-05
population
1;-13.831;-0.83944;-6.2099;-0.83852;2.5396;-1.5727;15.96;0.67274;-6.3691;-23.406;-1.9738;-10.862;2.5051;-0.88953;2.0362;0.22003;0.068601;0.73334;0.81562;0.49734;0.14894;0.90506;0.7486;0.96346;0.37525;0.85449;0.66396;0.58072;0.66546;0.63549
2;-6.9879;7.9877;4.6861;10.226;6.7417;-5.0703;9.4689;-0.92574;6.9983;1.6274;-7.9221;4.5972;1.165;-2.7183;-7.3135;0.029496;0.65731;0.23;0.96778;0.83737;0.90045;0.71916;0.85446;0.77914;0.063971;0.6944;0.037598;0.097147;0.16695;0.34894
3;-1.0468;-6.6811;13.06;-1.5957;-3.6539;-12.553;-1.8971;-1.6563;-4.4704;0.66103;1.3673;-8.6264;-3.4459;15.041;-13.66;0.055732;0.43715;0.741;0.67003;0.72877;0.31742;0.50869;0.83565;0.51799;0.49;0.47968;0.51968;0.92367;0.53507;0.18661
4;-2.3901;3.1963;-13.939;2.0426;0.85547;-1.1646;-5.8679;17.837;6.2909;-11.569;4.4474;0.31183;-7.4956;-4.2962;17.992;0.82459;0.15678;0.31519;0.64657;0.32082;0.51132;0.35791;0.78496;0.86391;0.091528;0.39173;0.85501;0.62805;0.3531;0.54478
5;-3.4425;13.955;-7.397;-1.0759;0.65961;-10.715;-11.483;11.649;-7.0167;-8.6131;18.147;-6.179;-0.48292;-2.8048;-22.738;0.51744;0.91818;0.25986;0.8424;0.40963;0.6184;0.87341;0.19966;0.66475;0.1832;0.64886;0.35876;0.089816;0.67454;0.6746
6;-3.2649;-6.1112;-10.39;12.163;0.52318;6.5681;-12.012;4.8262;11.794;6.7988;6.2172;-8.4343;-1.0782;1.0256;-2.6029;0.67253;0.4335;0.76985;0.45523;0.40762;0.24792;0.38014;0.19853;0.55324;0.722;0.92581;0.70372;0.49124;0.13941;0.47394
7;-0.76984;5.4298;-6.2834;-4.4906;-15.437;20.685;7.2777;-6.0383;-6.0438;-1.5282;-19.112;-9.7739;-17.542;2.4882;-6.3341;0.17296;0.48528;0.79059;0.47739;0.65163;0.17292;0.54856;0.57117;0.10381;0.03485;0.46407;0.91099;0.38662;0.2352;0.2681
8;-12.392;-12.6;-0.87212;1.6842;13.072;-2.086;-9.8378;-8.3843;-7.7115;3.7725;-12.398;-0.73915;4.722;-3.5139;-5.5108;0.98554;0.44216;0.89432;0.53502;0.33021;0.45117;0.021588;0.78107;0.083627;0.55229;0.41522;0.7299;0.013739;0.1682;0.27765
9;-14.839;1.037;-1.3287;-0.60497;-1.6418;-0.40403;-1.6533;-18.978;0.023361;24.153;11.989;-3.3435;-0.3672;9.1013;-2.0397;0.4162;0.33294;0.70366;0.69526;0.60555;0.67141;0.86945;0.28949;0.17208;0.17085;0.52407;0.11376;0.55269;0.019139;0.3865
10;-4.6181;-13.673;4.6599;3.0061;16.557;14.443;11.255;5.3271;15.313;2.0285;-5.8275;3.3937;-2.5165;-9.5963;4.8868;0.54489;0.046736;0.21076;0.1915;0.55848;0.27541;0.86754;0.35427;0.18621;0.15683;0.64355;0.012441;0.12016;0.29397;0.4807
11;-10.781;-0.014877;-8.08;2.3373;9.6052;0.31483;13.897;-8.8981;4.5434;14.974;2.6232;-8.3457;5.6523;11.722;9.7263;0.86942;0.79939;0.036372;0.17025;0.56071;0.16241;0.47529;0.5088;0.2823;0.56817;0.89693;0.91177;0.19221;0.38436;0.080501
12;4.164;0.027385;14.285;0.53519;11.225;-8.4689;-7.71;-4.4024;8.176;-1.6571;-8.3956;-10.923;1.535;0.86954;4.5814;0.95472;0.19182;0.95093;0.2074;0.10696;0.025493;0.53934;0.098222;0.05987;0.7007;0.27646;0.98848;0.58781;0.25565;0.91268
13;-1.0053;-7.9077;7.776;-9.7381;6.2466;5.1189;-7.618;-9.7874;-12.27;-12.048;-13.346;5.5959;1.3977;-8.3385;9.0096;0.35265;0.67897;0.0061869;0.91087;0.025849;0.17429;0.38101;0.63403;0.25795;0.43453;0.2154;0.21416;0.23186;0.14444;0.39863
14;-11.355;3.6952;10.965;0.87913;4.4782;-20.245;-1.8062;8.4975;5.7792;-1.6114;8.7032;-7.694;-2.9784;-7.9556;1.5759;0.66109;0.9367;0.48468;0.65534;0.58596;0.22628;0.26809;0.69944;0.12478;0.54927;0.029384;0.86984;0.19659;0.58233;0.10042
15;-10.805;4.8954;-16.932;8.4079;2.3217;14.37;4.3689;2.4369;3.2516;6.0872;5.1693;7.6438;7.2159;1.1263;-6.2711;0.2888;0.48653;0.64181;0.23922;0.68886;0.46605;0.16647;0.075858;0.59162;0.0053087;0.75366;0.64205;0.76216;0.57035;0.38334
16;5.4691;16.409;-3.9017;-1.6688;4.1753;8.5919;3.6642;2.6584;8.3057;-0.97686;-3.3301;-11.678;-2.9693;-10.821;-9.7873;0.3561;0.60036;0.61678;0.91823;0.80502;0.84703;0.75317;0.74615;0.78475;0.71726;0.7556;0.94354;0.55354;0.17667;0.79177
17;-11.268;-5.215;-14.821;-10.259;3.2576;-13.24;3.9889;-10.469;16.309;-2.2431;24.396;-12.569;15.45;14.657;5.1567;0.3357;0.1092;0.49902;0.57245;0.15449;0.60065;0.45684;0.59819;0.53955;0.82863;0.90666;0.66232;0.56969;0.68663;0.32653
18;4.8195;-2.3932;-12.453;12.061;-4.0882;1.2675;6.9363;-14.065;8.8891;3.8402;-11.104;-3.4807;3.4392;-13.075;-5.5399;0.31694;0.67254;0.76042;0.36725;0.52101;0.3127;0.99696;0.80074;0.21539;0.94961;0.20393;0.6749;0.16;0.3546;0.14221
19;10.638;-3.2834;-10.926;-14.47;-13.877;0.68842;-7.618;2.5939;14.467;0.91785;11.663;-12.149;-3.4633;4.2767;5.4396;0.52307;0.086156;0.29581;0.63939;0.94818;0.11907;0.3184;0.37753;0.70634;0.80102;0.073032;0.73959;0.3117;0.79578;0.27707
20;7.0675;-6.3052;6.1827;7.7735;-4.647;9.8039;14.267;-7.8956;-19.997;15.071;10.916;-12.642;1.4737;-8.7621;1.1695;0.72194;0.47679;0.48003;0.77208;0.30072;0.27659;0.11504;0.3958;0.49318;0.66852;0.10561;0.92698;0.27288;0.64322;0.54242
