TITLE;6 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2;3;4
type;;;;;;;;;RandomPearson;RandomPearson;RandomPearson;RandomUniform
p1;;;;;;;;;1;1;1;0
p2;;;;;;;;;0;0;0;1
RESULTS
COMMON
distance
which;Euclidean(MinimumTimesMedian)
plain;0.035255
PCA;0.010234
PCA
weights;;;;;;;;;0.15018;0.42486;0.42348;0.00057342;0.00031063;0.00058947
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.8323;0.064599;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20559;0.54884;0.13725;0.10832;7.5993E-17;6.641E-17
2;1.8314;0.064567;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20328;0.54754;0.14088;0.10831;1.3648E-14;2.205E-18
3;1.8356;0.064714;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20463;0.54948;0.13746;0.10843;3.6988E-18;2.4963E-16
4;1.8356;0.064714;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20464;0.54948;0.13746;0.10842;7.2644E-14;4.1505E-13
5;1.8347;0.064684;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20404;0.54969;0.13755;0.10872;4.3346E-17;4.2728E-17
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.8314;0.064567;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20328;0.54754;0.14088;0.10831;1.3648E-14;2.205E-18
2;1.8323;0.064599;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20559;0.54884;0.13725;0.10832;7.5993E-17;6.641E-17
3;1.8347;0.064684;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20404;0.54969;0.13755;0.10872;4.3346E-17;4.2728E-17
4;1.8356;0.064714;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20463;0.54948;0.13746;0.10843;3.6988E-18;2.4963E-16
5;1.8356;0.064714;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.20464;0.54948;0.13746;0.10842;7.2644E-14;4.1505E-13
population
1;0.033437;0.023308;3.358;0.038146;0.78031;0.072469
2;0.0062155;2.9721;0.0083565;0.16074;0.46284;0.27758
3;0.68385;6.0223;5.9039;0.7906;0.8214;0.8679
4;0.43514;0.46714;0.0088665;0.34032;0.86825;0.59569
5;4.2512;0.026522;0.047413;0.77486;0.43072;0.43483
6;0.0022054;0.1767;0.32946;0.12967;0.38025;0.45606
7;2.9659;1.291;0.46128;0.42798;0.95502;0.83991
8;1.6853;0.107;2.8751;0.038266;0.5935;0.7556
9;0.00045339;1.8657;0.3133;0.4416;0.97403;0.68161
10;0.013229;0.018082;0.70734;0.060295;0.76348;0.40201
11;0.033196;1.2641;0.019616;0.5729;0.70966;0.96902
12;1.3311;0.97264;1.5227;0.17194;0.98391;0.87936
13;0.34308;2.7684;1.6391;0.94185;0.82619;0.30453
14;1.2737;1.5323;0.37875;0.98145;0.41222;0.45198
15;0.065275;0.64425;0.1126;0.075213;0.19686;0.63188
16;1.3886;0.19858;1.0036;0.46962;0.313;0.37661
17;0.2528;2.4101;3.127;0.52178;0.35351;0.65746
18;2.5037;0.59224;0.34957;0.95685;0.24445;0.19277
19;1.9655;0.28819;5.6527;0.18907;0.60797;0.26506
20;0.53694;0.0075808;0.014673;0.90072;0.21219;0.84664
21;0.00065405;0.43625;0.48123;0.66208;0.82742;0.47048
22;3.1457;5.832;0.50529;0.85127;0.95905;0.99975
23;0.60413;0.94928;3.6238;0.77547;0.90266;0.96497
24;1.2491;2.6136;0.0024396;0.50778;0.82168;0.77744
25;1.1305;0.10573;3.3101;0.38433;0.3888;0.22652
26;1.1671;0.081048;0.59877;0.94878;0.50861;0.44213
27;0.27393;2.4251;1.0206;0.55428;0.63042;0.79475
28;0.59176;0.32848;1.1836;0.51815;0.70883;0.079867
29;1.2377;0.2983;0.35872;0.62674;0.22792;0.1452
30;0.03641;0.6701;0.12068;0.85001;0.43647;0.59238
31;0.07743;1.169;0.98022;0.11008;0.65213;0.22474
32;0.65044;0.026247;0.010031;0.072011;0.83626;0.044686
33;2.563;0.033064;0.45115;0.72876;0.37825;0.61213
34;0.034857;0.51483;1.4433;0.010572;0.67491;0.65576
35;0.10653;2.0565;0.049598;0.035992;0.31075;0.38445
36;0.0050313;1.4154;0.23936;0.89239;0.27354;0.63699
37;0.32171;0.28784;0.42448;0.33211;0.8262;0.81148
38;2.8874;0.48839;0.18984;0.060522;0.28784;0.89964
39;0.20703;0.27789;1.5248;0.90986;0.10297;0.60599
40;0.15442;1.2464;0.59095;0.76116;0.65864;0.58479
41;0.63627;4.5134;0.18948;0.94068;0.12797;0.088464
42;2.4168;9.527;0.42565;0.14042;0.4471;0.63402
43;0.059199;0.87565;0.5471;0.10759;0.6964;0.32298
44;0.083016;1.724;0.22126;0.18288;0.7977;0.96227
45;0.41652;0.6748;0.10365;0.47503;0.35676;0.026806
46;2.3822;1.4675;1.3856;0.60484;0.85891;0.58947
47;0.011043;0.096067;9.661;0.99014;0.6649;0.3146
48;3.1943;0.29892;0.26249;0.89372;0.92137;0.48228
49;0.66856;0.0012837;0.9708;0.89222;0.42009;0.69525
50;0.13524;3.0582;0.32924;0.92848;0.21084;0.32404
normalized population
1;-0.89094;-1.3195;2.1773;-0.4765;0.2042;-0.4546
2;-0.91816;1.6293;-1.1724;-0.3539;-0.11326;-0.24949
3;-0.24052;4.6795;4.7231;0.27595;0.2453;0.34083
4;-0.48924;-0.87567;-1.1719;-0.17432;0.29215;0.068625
5;3.3268;-1.3163;-1.1334;0.26021;-0.14538;-0.092238
6;-0.92217;-1.1661;-0.85131;-0.38497;-0.19586;-0.071002
7;2.0415;-0.051842;-0.71949;-0.086668;0.37891;0.31284
8;0.76092;-1.2358;1.6943;-0.47638;0.017399;0.22854
9;-0.92393;0.52288;-0.86747;-0.073048;0.39793;0.15454
10;-0.91115;-1.3247;-0.47343;-0.45435;0.18737;-0.12506
11;-0.89118;-0.078694;-1.1612;0.058253;0.13355;0.44196
12;0.40675;-0.37017;0.34197;-0.34271;0.4078;0.35229
13;-0.5813;1.4256;0.45831;0.4272;0.25009;-0.22253
14;0.34934;0.18952;-0.80202;0.46681;-0.16388;-0.075091
15;-0.8591;-0.69856;-1.0682;-0.43943;-0.37925;0.10482
16;0.46425;-1.1442;-0.17719;-0.045026;-0.26311;-0.15045
17;-0.67158;1.0673;1.9462;0.0071393;-0.2226;0.13039
18;1.5793;-0.75057;-0.8312;0.44221;-0.33165;-0.33429
19;1.0412;-1.0546;4.4719;-0.32558;0.031872;-0.26201
20;-0.38743;-1.3352;-1.1661;0.38608;-0.36391;0.31957
21;-0.92372;-0.90656;-0.69953;0.14743;0.25132;-0.056589
22;2.2213;4.4892;-0.67547;0.33662;0.38294;0.47268
23;-0.32025;-0.39353;2.443;0.26082;0.32656;0.43791
24;0.32472;1.2708;-1.1783;-0.006859;0.24558;0.25037
25;0.20613;-1.2371;2.1293;-0.13032;-0.1873;-0.30054
26;0.24275;-1.2618;-0.582;0.43413;-0.06749;-0.084931
27;-0.65045;1.0823;-0.16021;0.039635;0.054318;0.26768
28;-0.33262;-1.0143;0.0028238;0.0035025;0.13272;-0.4472
29;0.31335;-1.0445;-0.82205;0.1121;-0.34818;-0.38187
30;-0.88797;-0.67271;-1.0601;0.33537;-0.13963;0.065309
31;-0.84695;-0.17379;-0.20054;-0.40457;0.07603;-0.30233
32;-0.27394;-1.3166;-1.1707;-0.44263;0.26016;-0.48238
33;1.6386;-1.3097;-0.72962;0.21412;-0.19785;0.085069
34;-0.88952;-0.82798;0.26252;-0.50407;0.098807;0.12869
35;-0.81785;0.71366;-1.1312;-0.47865;-0.26535;-0.14261
36;-0.91935;0.072641;-0.94141;0.37774;-0.30256;0.10993
37;-0.60267;-1.055;-0.75629;-0.18254;0.2501;0.28442
38;1.963;-0.85442;-0.99093;-0.45412;-0.28826;0.37257
39;-0.71735;-1.0649;0.34406;0.39521;-0.47314;0.078922
40;-0.76995;-0.096457;-0.58982;0.24651;0.08254;0.057724
41;-0.28811;3.1706;-0.99129;0.42604;-0.44813;-0.4386
42;1.4924;8.1842;-0.75512;-0.37422;-0.12901;0.10696
43;-0.86518;-0.46716;-0.63367;-0.40705;0.12029;-0.20409
44;-0.84136;0.38118;-0.95951;-0.33177;0.22159;0.4352
45;-0.50786;-0.66801;-1.0771;-0.039615;-0.21934;-0.50026
46;1.4578;0.12468;0.20478;0.090192;0.28281;0.062407
47;-0.91334;-1.2467;8.4802;0.4755;0.088795;-0.21246
48;2.2699;-1.0439;-0.91828;0.37908;0.34526;-0.044781
49;-0.25582;-1.3415;-0.20997;0.37758;-0.15601;0.16818
50;-0.78914;1.7154;-0.85153;0.41383;-0.36526;-0.20303
PARTICULAR
GAIN
1
