TITLE;15 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomPearson;RandomPearson
p1;;;;;;;;;9;1
p2;;;;;;;;;0;0
RESULTS
COMMON
distance
which;Euclidean(MinimumTimesMedian)
plain;0.13413
PCA;0.25481
PCA
weights;;;;;;;;;0.37597;0.064378;0.061243;0.038295;0.027031;0.073448;0.065284;0.055245;0.091035;0.014215;0.0051333;0.003201;0.093261;0.016846;0.015417
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;4.1504;0.5567;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.43209;0.17009;0.050388;0.081897;0.077851;0.11319;0.034436;0.025188;1.2927E-06;1.5203E-06;3.0965E-06;2.5232E-08;0.014872;1.9434E-06;1.969E-06
2;3.9791;0.53372;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.38946;0.17355;0.077061;0.091928;0.073963;0.11695;0.035629;0.04141;8.7813E-06;5.5446E-06;9.8773E-06;5.472E-06;7.1759E-06;1.3527E-06;9.6283E-06
3;4.1306;0.55404;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.42239;0.17144;0.054654;0.084799;0.067744;0.11632;0.040097;0.028193;5.692E-08;4.7885E-08;1.436E-07;1.5893E-08;0.014356;1.4207E-08;1.917E-06
4;3.969;0.53236;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.37006;0.17763;0.08021;0.095751;0.076522;0.12051;0.036777;0.042535;8.006E-08;6.9905E-07;6.0457E-06;1.1644E-07;4.8321E-08;5.105E-06;6.2467E-06
5;4.0611;0.54472;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.44304;0.16562;1.0034E-06;0.076816;0.094497;0.11136;0.026657;0.018414;4.1646E-07;0.049512;2.057E-07;7.0566E-07;0.01408;2.9747E-07;6.4967E-08
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;3.969;0.53236;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.37006;0.17763;0.08021;0.095751;0.076522;0.12051;0.036777;0.042535;8.006E-08;6.9905E-07;6.0457E-06;1.1644E-07;4.8321E-08;5.105E-06;6.2467E-06
2;3.9791;0.53372;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.38946;0.17355;0.077061;0.091928;0.073963;0.11695;0.035629;0.04141;8.7813E-06;5.5446E-06;9.8773E-06;5.472E-06;7.1759E-06;1.3527E-06;9.6283E-06
3;4.0611;0.54472;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.44304;0.16562;1.0034E-06;0.076816;0.094497;0.11136;0.026657;0.018414;4.1646E-07;0.049512;2.057E-07;7.0566E-07;0.01408;2.9747E-07;6.4967E-08
4;4.1306;0.55404;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.42239;0.17144;0.054654;0.084799;0.067744;0.11632;0.040097;0.028193;5.692E-08;4.7885E-08;1.436E-07;1.5893E-08;0.014356;1.4207E-08;1.917E-06
5;4.1504;0.5567;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.43209;0.17009;0.050388;0.081897;0.077851;0.11319;0.034436;0.025188;1.2927E-06;1.5203E-06;3.0965E-06;2.5232E-08;0.014872;1.9434E-06;1.969E-06
population
1;3.3599;0.0027151;0.85319;0.083809;1.2789;0.32294;0.006359;0.38586;0.021791;0.36543;0.087864;0.062308;0.51514;0.14805;1.807
2;10.037;0.023091;7.1841;1.1075;0.5511;0.17377;0.47422;0.41851;0.001492;4.2261;0.78703;2.3675;2.4246;1.1543;0.72585
3;12.305;0.018426;0.41027;0.48257;0.56379;2.4996E-05;0.28734;3.7763;0.25549;0.075225;0.091298;0.38728;0.17418;0.10921;0.15899
4;10.735;4.8894;0.036655;0.3838;0.016325;0.051381;0.15367;0.41144;0.4878;0.068756;0.22198;1.9837E-05;1.0644;0.40855;0.01672
5;7.8194;0.0024546;6.3464;1.2764;0.096225;0.12123;0.33643;0.050819;0.080576;0.19229;0.2457;0.63724;0.055719;0.48552;5.4505
6;8.6448;2.8282;8.7879;0.096646;0.098826;3.1927;0.71334;0.14055;0.039114;1.7304;0.012281;1.132;7.9323;0.47532;0.041124
7;11.29;0.76569;0.59348;2.9557;0.96;4.3967;0.42578;0.2009;1.0313;0.021373;0.77268;2.5782;0.90146;0.20935;0.040703
8;19.264;0.99814;0.44081;0.78717;0.44921;0.43785;6.5941;0.40752;1.4937;0.35758;1.0338;0.17118;0.11564;0.9186;0.96672
9;18.065;0.3474;2.3657;0.40716;0.011957;0.8279;1.4863;0.63617;2.5361;0.033692;1.1565;0.66531;2.0805;0.4778;0.37245
10;3.8249;6.3778;0.20533;0.18373;0.53219;0.31078;0.16569;0.01666;0.038369;0.63697;1.5253;0.0039677;0.67527;0.4433;0.22834
11;14.678;0.25204;0.0019894;2.497;1.1868;1.6452;1.9962;2.9152;14.136;0.018864;0.064057;0.0041575;0.006057;2.1515;0.0090795
12;12.616;4.7392;0.37;1.0123;0.21678;1.6891;0.17333;1.4011;1.0701;1.5924;0.19161;0.030903;0.00072438;0.29605;0.15694
13;12.898;1.7705;0.41878;0.62962;0.079146;10.073;2.3071;0.2804;0.70782;0.019358;2.1089;0.40781;0.44101;1.1563;0.17823
14;9.336;0.54744;0.14447;0.15286;2.5311;6.2139;1.3075;0.098199;1.6211;0.37691;0.015256;0.033556;0.50269;0.038753;0.2662
15;3.4107;0.31812;0.59074;0.79349;0.57693;2.7594;0.069416;0.40543;0.0094458;0.71156;0.55531;0.24965;0.052463;0.15025;0.39516
16;15.984;5.4487;0.16595;0.20674;0.58356;2.1052;0.062489;4.0902;0.035023;0.77594;1.3853;0.057503;1.7825;0.75475;0.00046379
17;5.5445;0.018012;0.19617;0.025861;0.21523;1.4304;0.59827;0.94132;1.7417;0.10164;2.5197;0.61343;0.0043291;1.2267;1.3809
18;6.2967;0.30177;0.59995;0.4323;0.18724;0.10057;0.50067;0.035757;3.6544E-05;0.14255;0.11139;3.0795;1.5727;5.1224;0.62858
19;8.6456;0.12365;3.3548;3.0166;1.4983;0.54944;0.94245;0.40689;0.10247;0.4357;0.2799;0.50862;0.96047;0.014416;1.0012
20;6.6558;1.7299;3.1675;0.56108;0.047738;0.36695;0.89586;0.15108;0.083095;1.6654;2.1187;0.010652;0.050271;0.73162;0.00060933
21;7.2991;0.048845;1.129;2.7172;0.2509;0.0019724;4.9262;0.043907;0.046522;0.075223;0.84432;0.0046823;0.11847;0.75014;1.7291
22;8.4893;0.33099;0.26167;0.16057;0.025012;0.033615;0.19633;8.5916;0.060154;0.13388;0.059172;0.010387;0.048977;0.014221;0.3361
