TITLE;2 random variables, variable gain
FOCUS ON;
EXPERIMENT TYPE;SingleAmongManyVaryingGain
PARAMETERS
normalization;Center
pcaRecompositionThreshold;0.95
component;;;;;;;;;1;2
type;;;;;;;;;RandomNormal;RandomWeibull
p1;;;;;;;;;0;1
p2;;;;;;;;;1;1
RESULTS
COMMON
distance
which;Euclidean(MinimumTimesMedian)
plain;0.011444
PCA;0.0092262
PCA
weights;;;;;;;;;0.35708;0.64292
differential evolutions parameters, by distance type
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
2;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
3;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
4;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
5;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
differential evolutions parameters, by distance
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->
1;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
2;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
3;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
4;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
5;1.03;0.011788;3;1;0.25;150;175;Euclidean(MinimumTimesMedian);0.52528;0.47472
population
1;0.37656;1.1809
2;0.54542;0.013433
3;0.56745;0.80724
4;0.046684;0.97808
5;-0.42479;0.81987
6;0.5703;1.3801
7;0.84993;3.4553
8;0.67044;1.9053
9;0.35343;1.6188
10;-1.2886;1.1052
11;-1.6451;1.9075
12;-0.7683;0.68837
13;-0.45001;1.9146
14;0.92055;0.25929
15;-1.2047;0.29899
16;-2.3574;3.5933
17;0.083863;3.9619
18;1.009;0.12328
19;-0.23794;2.8379
20;-0.59802;0.48711
21;-0.98543;3.8271
22;0.59248;1.9042
23;-0.53819;0.29487
24;-1.7066;0.26979
25;0.040375;0.34552
26;0.52898;2.1164
27;0.049524;0.75094
28;0.79222;2.1747
29;-0.19421;0.91265
30;0.76887;2.0421
31;-0.56189;0.2401
32;0.15495;0.76379
33;-0.37578;1.4533
34;-1.4454;0.10389
35;0.48146;0.68657
36;-1.5098;0.81151
37;-0.31145;0.066838
38;-0.26854;0.18594
39;0.61234;2.391
40;-1.0452;0.24456
41;-0.62731;0.35769
42;-0.0043355;0.39046
43;0.026279;0.37795
44;-0.63237;0.67441
45;0.46765;0.032264
46;-0.39327;0.24778
47;-1.0867;0.66453
48;0.15519;1.0057
49;-0.24709;0.2217
50;-0.29799;0.49913
normalized population
1;0.58741;0.07302
2;0.75627;-1.0944
3;0.7783;-0.30064
4;0.25753;-0.1298
5;-0.21394;-0.28801
6;0.78115;0.27223
7;1.0608;2.3475
8;0.88129;0.79743
9;0.56428;0.51093
10;-1.0777;-0.0027166
11;-1.4343;0.79959
12;-0.55746;-0.41951
13;-0.23916;0.80675
14;1.1314;-0.84859
15;-0.99388;-0.80889
16;-2.1465;2.4855
17;0.29471;2.854
18;1.2199;-0.9846
19;-0.027088;1.73
20;-0.38717;-0.62076
21;-0.77458;2.7192
22;0.80333;0.79632
23;-0.32734;-0.81301
24;-1.4958;-0.83809
25;0.25122;-0.76236
26;0.73983;1.0086
27;0.26037;-0.35694
28;1.0031;1.0668
29;0.016642;-0.19522
30;0.97972;0.93418
31;-0.35104;-0.86778
32;0.3658;-0.34409
33;-0.16493;0.34542
34;-1.2346;-1.004
35;0.69231;-0.42131
36;-1.299;-0.29637
37;-0.1006;-1.041
38;-0.057694;-0.92194
39;0.82319;1.2831
40;-0.83434;-0.86332
41;-0.41646;-0.75019
42;0.20651;-0.71742
43;0.23713;-0.72993
44;-0.42152;-0.43346
45;0.6785;-1.0756
46;-0.18242;-0.86009
47;-0.87589;-0.44335
48;0.36604;-0.10214
49;-0.036236;-0.88617
50;-0.087143;-0.60875
PARTICULAR
GAIN
1
