COMMON;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
distance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
which;Euclidean(Average);Euclidean(LimitedAverage);Euclidean(Median);Euclidean(MinimumTimesMedian);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
plain;12.382;3.6161;1.4657;0.75875;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCA;305.61;29.493;1.8728;0.00029238;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PCA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
weights;;;;;;;;;0.000021798;7.6356E-007;1.5511E-006;3.0032E-007;2.6057E-006;3.755E-008;0.000039921;2.8151E-009;2.9013E-010;3.3124E-007;8.1821E-007;5.5528E-007;4.6813E-007;6.053E-007;1.1303E-006;0.99993;0.000000008;5.6282E-009;4.2058E-008;5.0563E-008;8.7266E-009;1.9595E-008;0.000000084;8.5675E-011;2.9127E-009;1.3223E-009;4.5934E-009;6.0813E-008;9.7914E-009;7.0634E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
differential evolutions parameters, by distance type;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
i;dDE / dP;distance;type;parentWeight;crossover;population;iterations;distance;weights ->;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);1.2994E-009;6.0775E-011;1.2862E-007;5.7793E-007;4.8399E-009;1.2801E-008;0.000000003;1.9418E-007;1.0165E-008;8.5295E-008;2.6129E-008;3.8685E-008;3.7679E-010;2.6947E-008;1.0305E-007;1;0.00000013;1.6397E-008;8.8777E-008;1.736E-007;1.1867E-007;1.0093E-007;1.1954E-007;1.3979E-007;1.0312E-007;1.5555E-007;9.8441E-008;2.3568E-008;2.4792E-008;2.4917E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);5.8946E-009;7.619E-008;6.5547E-008;1.909E-007;1.8112E-008;3.3086E-007;1.7078E-007;1.2984E-007;1.2123E-007;3.2477E-008;4.7142E-008;1.5443E-009;1.5963E-007;5.0526E-007;2.4336E-007;1;5.5239E-008;3.3715E-008;1.0375E-008;2.4032E-007;3.5178E-008;1.2152E-007;3.4461E-007;4.5499E-010;6.2641E-010;1.795E-007;1.8227E-007;2.4458E-008;1.8483E-007;2.3708E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);7.8723E-007;0.000000445;1.0717E-007;2.5911E-007;6.317E-007;4.5171E-008;8.4651E-009;0.000000207;1.7463E-007;5.9606E-007;2.8949E-007;4.9049E-009;2.4192E-008;8.9782E-008;6.6861E-009;0.99999;0.000000011;3.0019E-007;1.5857E-008;1.7987E-007;4.7661E-007;8.7688E-012;0.00000058;1.4754E-007;1.251E-007;3.746E-008;7.3041E-007;5.8316E-007;1.9246E-008;4.8846E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);3.372E-008;9.7514E-008;2.3783E-008;3.9718E-007;5.3221E-008;2.2397E-009;1.0289E-007;7.9438E-008;1.0906E-007;0.000000019;3.3989E-007;7.0552E-008;1.843E-007;0.000000021;5.7176E-008;1;1.4419E-008;6.7902E-009;8.2669E-010;3.3123E-008;1.6082E-007;4.005E-008;5.5238E-008;1.0366E-007;7.5632E-008;2.2065E-008;6.154E-010;4.6812E-009;2.0944E-010;2.7709E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);8.6742E-011;8.386E-009;3.4025E-011;8.2249E-011;3.611E-008;5.37E-010;7.6592E-009;1.0932E-008;3.948E-008;5.1968E-009;1.1771E-008;6.3731E-010;1.4558E-007;2.7702E-008;0.000000096;1;5.7133E-008;7.8151E-010;1.6235E-008;5.9905E-008;3.178E-008;1.0877E-009;4.9903E-008;5.3263E-008;4.2211E-009;7.4729E-011;3.4785E-010;2.1241E-007;9.2785E-008;1.9357E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);0.00000005;7.6823E-009;2.6241E-007;4.1736E-008;2.7067E-008;4.3939E-008;7.2243E-008;3.8019E-009;6.0556E-008;1.0068E-007;7.0199E-008;5.622E-008;9.694E-008;3.471E-007;4.3995E-009;1;2.696E-007;0.000000084;2.8468E-008;1.3883E-009;4.3396E-009;1.8826E-008;2.4584E-008;5.1149E-009;7.6796E-009;2.1624E-008;3.0651E-008;5.9288E-008;4.0055E-008;1.3926E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);1.0746E-007;8.463E-012;9.3457E-008;4.4101E-009;2.6372E-009;1.1434E-007;2.1556E-007;4.6032E-009;7.7625E-009;1.7092E-008;1.0281E-007;0.000000107;4.9363E-008;2.1115E-008;2.2623E-008;1;2.4553E-008;1.2612E-008;1.1313E-008;1.2639E-008;8.4485E-008;3.9186E-009;2.4904E-008;4.7078E-008;4.4288E-009;9.0622E-008;9.5591E-008;1.7424E-010;1.836E-007;4.8277E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);2.737E-009;1.537E-009;2.3068E-010;3.829E-007;1.5509E-009;4.1272E-008;1.7641E-009;1.975E-007;9.0919E-008;0.000000051;0.000000157;4.2258E-008;1.0517E-007;4.1408E-008;1.2058E-007;1;3.9866E-007;9.2173E-009;0.000000109;1.6643E-007;1.5988E-007;2.8982E-007;0.000000291;1.1715E-007;2.2626E-008;1.1992E-007;2.0436E-007;1.2053E-009;0.000000014;8.4739E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);6.2516E-008;3.7363E-010;1.3831E-008;6.1408E-008;5.8942E-008;1.1348E-009;7.26E-008;2.4517E-007;5.4078E-010;3.6434E-009;6.2583E-008;1.089E-007;5.8097E-009;9.2922E-008;1.1557E-009;1;1.1056E-008;1.5209E-008;1.4324E-008;1.0797E-008;5.2183E-009;1.4576E-007;9.881E-008;7.3007E-009;7.9737E-010;8.0062E-008;2.3826E-007;0.000000135;1.7893E-007;2.8947E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);0.000000005;2.2653E-008;3.4778E-008;0.000000027;1.1212E-009;0.000000001;1.3156E-008;9.9188E-008;3.866E-008;0.000000035;7.8184E-008;2.1705E-008;1.545E-009;2.3553E-007;1.72E-008;1;1.0082E-007;2.5568E-008;3.1614E-008;3.5712E-009;1.5216E-008;2.5512E-009;1.4573E-008;6.8515E-009;7.7115E-009;2.0342E-008;2.6883E-009;3.2872E-008;1.2819E-007;0.00000003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);4.1099E-008;1.6215E-008;1.4042E-007;3.9279E-008;2.0232E-007;1.5449E-010;2.3715E-007;0.000000037;0.000000154;6.2791E-008;6.9052E-008;1.6358E-007;1.0175E-013;1.1757E-007;7.8763E-009;1;4.4704E-008;2.6518E-010;1.0681E-009;2.4613E-007;1.0783E-007;6.7908E-008;4.7264E-008;0.000000321;5.6311E-008;1.9296E-008;3.0171E-007;1.9458E-008;6.3648E-008;1.3708E-007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);1.7324E-007;5.6337E-008;1.2159E-007;3.1588E-008;1.3326E-010;9.7658E-008;6.891E-008;6.368E-008;4.6642E-007;4.2221E-008;4.5528E-010;5.6906E-009;2.7387E-007;9.2876E-008;1.7457E-008;1;1.8162E-008;8.4265E-008;8.6206E-009;9.1147E-009;6.3393E-009;2.9643E-010;8.5056E-008;1.1416E-008;2.2872E-007;7.4238E-008;4.2345E-008;1.671E-007;3.0117E-008;7.4156E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);6.4647E-010;0.000000009;5.7348E-009;3.5831E-009;2.9257E-008;1.2373E-007;1.6264E-008;2.685E-010;0.000000001;2.2423E-009;6.2545E-008;2.5835E-010;1.9198E-009;4.9938E-008;1.0458E-007;1;9.3517E-009;2.1373E-008;7.6578E-009;2.8726E-010;1.0643E-008;2.317E-008;1.9935E-008;2.5744E-008;4.5151E-009;1.4576E-008;3.724E-008;2.2453E-008;5.8941E-008;2.8928E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
14;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);4.0126E-008;2.3737E-008;5.2113E-008;2.0764E-008;2.1159E-009;6.2489E-008;0.000000012;2.0552E-008;6.2789E-008;3.2895E-008;5.7427E-010;2.7266E-008;1.9804E-008;5.1908E-008;7.7358E-010;1;7.8404E-009;1.4405E-008;1.074E-007;1.1264E-008;5.4151E-008;5.6717E-009;6.0747E-009;2.6066E-009;4.9521E-008;2.2218E-007;9.3771E-010;6.9201E-008;4.2676E-007;4.5544E-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
15;24.684;305.63;3;1;0.25;75;175;Euclidean(Average);1.4643E-009;5.4338E-009;6.5785E-008;6.1223E-010;0.000000012;8.9473E-011;1.5147E-009;8.2598E-009;1.4221E-008;2.5087E-008;2.6204E-009;3.4858E-008;5.4343E-009;2.3176E-008;3.706E-009;1;3.6392E-009;3.2793E-008;1.0262E-008;3.5911E-008;1.576E-008;1.4528E-007;1.5629E-011;2.6124E-010;5.8702E-014;1.0235E-007;0.000000011;4.3698E-008;1.6664E-008;0.000000019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
16;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);7.3038E-009;2.7764E-009;4.2355E-009;1.0497E-010;1.475E-008;4.6929E-011;3.9022E-011;7.8652E-012;6.1542E-009;7.8864E-010;1.0952E-012;3.4289E-010;1.5919E-008;9.1306E-009;4.7663E-009;1;1.2397E-010;5.0097E-010;7.9824E-010;1.0938E-009;4.2305E-009;1.1456E-008;3.6286E-009;2.3999E-009;1.2288E-008;7.7853E-012;1.0823E-009;1.3774E-009;3.2222E-009;4.6081E-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);1.9169E-010;6.8701E-010;3.5374E-009;4.0582E-010;2.7135E-010;6.0548E-008;6.8541E-009;1.0191E-008;3.4693E-010;7.4932E-010;3.8083E-008;1.1541E-008;3.0311E-010;1.3704E-010;2.072E-009;1;6.6049E-009;1.4673E-009;1.808E-009;4.7698E-010;8.3899E-010;1.2926E-011;1.2031E-009;1.4613E-009;1.746E-008;4.1383E-009;2.5203E-009;3.7737E-008;0.000000003;2.1681E-008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);3.7332E-010;1.5621E-008;1.2241E-008;5.5739E-009;8.9068E-008;4.4685E-008;5.835E-010;1.7904E-008;1.0173E-008;1.0715E-009;4.1446E-010;3.2468E-008;2.5917E-009;8.8336E-010;2.0306E-008;1;3.388E-008;1.1067E-009;2.253E-010;5.9059E-009;4.2454E-011;9.4948E-009;2.3063E-008;2.9756E-008;1.6833E-008;5.909E-009;2.2428E-009;1.7072E-008;6.323E-009;5.3449E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);7.2066E-008;2.1703E-008;2.3706E-008;8.8433E-008;2.477E-008;5.0448E-008;5.834E-008;1.3709E-008;3.9178E-010;3.4531E-010;8.3129E-009;5.1712E-009;5.7438E-008;4.8923E-008;3.2716E-009;1;4.287E-008;3.1066E-009;9.1678E-010;8.6496E-008;1.4343E-010;0.000000053;3.9167E-009;3.67E-009;1.743E-007;1.4674E-007;1.6464E-008;1.2444E-009;3.2334E-009;2.1883E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);1.2252E-008;6.8166E-010;0.000000007;2.2446E-010;7.2611E-010;7.0232E-010;1.3886E-008;0.000000004;7.4871E-009;4.3045E-010;7.948E-010;4.633E-009;2.2045E-010;1.0451E-008;5.4396E-009;1;1.2934E-009;1.9789E-011;1.7507E-009;4.8905E-009;6.1337E-009;4.5711E-009;1.643E-009;6.9492E-010;9.7408E-011;0.000000002;8.1871E-010;6.1553E-009;2.4176E-008;2.2229E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);8.4004E-009;1.0079E-008;2.341E-009;8.1692E-012;1.1863E-008;4.8675E-009;6.1205E-009;2.8153E-009;1.1081E-008;4.2961E-009;6.3878E-011;0.000000004;1.5185E-009;2.2209E-009;1.4309E-008;1;3.5641E-009;4.098E-009;2.3962E-009;6.6677E-009;4.0565E-009;1.0932E-009;7.3133E-014;1.0944E-009;1.6069E-008;3.848E-009;1.9961E-010;1.8692E-009;0.00000003;6.7234E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);5.9627E-008;7.2601E-008;5.76E-012;1.3475E-009;5.991E-008;8.641E-009;3.327E-009;0.000000011;0.000000022;0.000000036;1.1152E-009;3.9857E-011;3.1513E-008;7.3317E-008;9.3305E-008;1;0.000000005;3.3844E-009;6.2619E-010;2.137E-009;3.118E-008;3.7092E-008;6.8078E-010;8.931E-009;4.9265E-009;1.4426E-008;5.1566E-010;7.8451E-009;3.9304E-008;0.000000025;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);1.2324E-013;0.000000003;1.8455E-008;0.000000002;4.4287E-010;4.092E-008;4.2395E-009;1.7862E-008;1.646E-009;4.5926E-010;5.7128E-009;5.7379E-009;3.0981E-010;3.8361E-010;4.7102E-009;1;4.1065E-010;8.6374E-010;7.417E-010;1.7837E-008;2.0372E-008;1.1962E-009;0.000000004;1.3757E-009;8.4754E-009;1.9808E-008;4.7798E-009;1.3863E-009;1.2907E-008;9.2849E-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24;24.684;305.63;3;1;0.25;150;175;Euclidean(Average);3.7114E-008;7.9151E-009;7.7624E-010;3.532E-009;1.351E-008;1.1795E-009;4.4089E-010;1.8449E-008;1.4109E-009;4.9345E-012;1.0826E-008;2.1222E-009;1.1636E-008;5.6871E-009;1.3049E-010;1;3.7106E-008;6.6045E-010;2.6272E-009;3.3302E-009;3.3239E-009;1.6053E-010;4.3319E-010;5.7539E-009;4.6295E-009;4.6312E-009;1.8861E-008;9.9016E-009;2.3564E-008;1.8425E-009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
